member_id,link_group,platform,label,identifier,url,relationship_type,source_url,verification_status,display_order
mem_023bd77aa2,research_profile,PubMed,PubMed Author Search,,https://www.ncbi.nlm.nih.gov/pubmed/?term=pang+ds+%5Bau%5D,Publication index,https://profiles.ucalgary.ca/daniel-pang,source_declared,60
mem_023bd77aa2,research_ecosystem,Research Lab,Pang Lab,,https://panglab.wordpress.com,Research lab,https://profiles.ucalgary.ca/daniel-pang,source_declared,100
mem_02e49536b8,research_profile,UCalgary,UCalgary Profile,,https://profiles.ucalgary.ca/janice-eva-arlee-braun,Official institutional profile,https://profiles.ucalgary.ca/janice-eva-arlee-braun,official_source,10
mem_02e49536b8,research_profile,Scopus,Scopus Author Profile,57203734777,https://www.scopus.com/authid/detail.uri?authorId=57203734777,Scholarly identifier,https://profiles.ucalgary.ca/janice-eva-arlee-braun,matched_scopus_id,50
mem_02e49536b8,research_ecosystem,Research Lab,Lab site,,https://cumming.ucalgary.ca/labs/molecular-chaperones,Research lab,https://profiles.ucalgary.ca/janice-eva-arlee-braun,source_declared,100
mem_03c6777c7f,research_profile,UCalgary,UCalgary Profile,,https://cumming.ucalgary.ca/departments/bmb/profiles/dr-wayne-sr-chen,Official institutional profile,https://cumming.ucalgary.ca/departments/bmb/profiles/dr-wayne-sr-chen,official_source,10
mem_05362065f8,research_profile,UCalgary,UCalgary Profile,,https://profiles.ucalgary.ca/kristin-von-ranson,Official institutional profile,https://profiles.ucalgary.ca/kristin-von-ranson,official_source,10
mem_05362065f8,research_profile,Google Scholar,Google Scholar Profile,,https://scholar.google.ca/citations?hl=en&user=OieakZ4AAAAJ,Scholarly profile,https://profiles.ucalgary.ca/kristin-von-ranson,source_declared,20
mem_05362065f8,research_profile,ORCID,ORCID Profile,0000-0001-6023-7948,https://orcid.org/0000-0001-6023-7948,Scholarly identifier,https://profiles.ucalgary.ca/kristin-von-ranson,source_declared,30
mem_05362065f8,research_profile,ResearchGate,ResearchGate Profile,,https://www.researchgate.net/profile/Kristin_von_Ranson,Scholarly profile,https://profiles.ucalgary.ca/kristin-von-ranson,source_declared,40
mem_05362065f8,research_profile,Scopus,Scopus Author Profile,9240615500,https://www.scopus.com/authid/detail.uri?authorId=9240615500,Scholarly identifier,https://profiles.ucalgary.ca/kristin-von-ranson,matched_scopus_id,50
mem_05362065f8,research_ecosystem,Research Lab,Eating Behaviours Lab,,https://psyc.ucalgary.ca/eatinglab/,Research lab,https://profiles.ucalgary.ca/kristin-von-ranson,source_declared,100
mem_057ed15a6a,research_profile,UCalgary,UCalgary Profile,,https://profiles.ucalgary.ca/thomas-raedler,Official institutional profile,https://profiles.ucalgary.ca/thomas-raedler,official_source,10
mem_057ed15a6a,research_profile,Scopus,Scopus Author Profile,6602356091,https://www.scopus.com/authid/detail.uri?authorId=6602356091,Scholarly identifier,https://profiles.ucalgary.ca/thomas-raedler,matched_scopus_id,50
mem_05a8774842,research_profile,UCalgary,UCalgary Profile,,https://profiles.ucalgary.ca/jacqueline-smith-0,Official institutional profile,https://profiles.ucalgary.ca/jacqueline-smith-0,official_source,10
mem_05a8774842,research_profile,ORCID,ORCID Profile,0000-0003-1567-7391,https://orcid.org/0000-0003-1567-7391,Scholarly identifier,https://profiles.ucalgary.ca/jacqueline-smith-0,source_declared,30
mem_05a8774842,research_profile,Scopus,Scopus Author Profile,56426657800,https://www.scopus.com/authid/detail.uri?authorId=56426657800,Scholarly identifier,https://profiles.ucalgary.ca/jacqueline-smith-0,matched_scopus_id,50
mem_068c3d4ab0,research_profile,UCalgary,UCalgary Profile,,https://profiles.ucalgary.ca/yaoping-hu,Official institutional profile,https://profiles.ucalgary.ca/yaoping-hu,official_source,10
mem_068c3d4ab0,research_profile,Scopus,Scopus Author Profile,57201840458,https://www.scopus.com/authid/detail.uri?authorId=57201840458,Scholarly identifier,https://profiles.ucalgary.ca/yaoping-hu,matched_scopus_id,50
mem_068c3d4ab0,research_ecosystem,Website,Personal website,,https://ucalgary.ca/people/yaoping-hu/home,Associated website,https://profiles.ucalgary.ca/yaoping-hu,source_declared,100
mem_068c3d4ab0,research_ecosystem,Website,Personal website,,https://ucalgary.ca/people/yaoping-hu/publications,Associated website,https://profiles.ucalgary.ca/yaoping-hu,source_declared,100
mem_06b710915b,research_profile,UCalgary,UCalgary Profile,,https://profiles.ucalgary.ca/elizabeth-condliffe,Official institutional profile,https://profiles.ucalgary.ca/elizabeth-condliffe,official_source,10
mem_06b710915b,research_profile,Google Scholar,Google Scholar Profile,,https://scholar.google.ca/citations?user=3Iumqm8AAAAJ&hl=en&oi=ao,Scholarly profile,https://profiles.ucalgary.ca/elizabeth-condliffe,source_declared,20
mem_06b710915b,research_profile,Scopus,Scopus Author Profile,8530467100,https://www.scopus.com/authid/detail.uri?authorId=8530467100,Scholarly identifier,https://profiles.ucalgary.ca/elizabeth-condliffe,matched_scopus_id,50
mem_06b710915b,research_ecosystem,Research Network,RESTORE Network,,https://cumming.ucalgary.ca/research/restore/RESTORE_Network,Research network,https://profiles.ucalgary.ca/elizabeth-condliffe,source_declared,100
mem_077e050839,research_profile,UCalgary,UCalgary Profile,,https://profiles.ucalgary.ca/stephanie-vandenberg,Official institutional profile,https://profiles.ucalgary.ca/stephanie-vandenberg,official_source,10
mem_077e050839,research_profile,Google Scholar,Google Scholar Profile,,https://scholar.google.com/citations?user=plhUIM0AAAAJ&hl=en,Scholarly profile,https://profiles.ucalgary.ca/stephanie-vandenberg,source_declared,20
mem_085f530390,research_profile,UCalgary,UCalgary Profile,,https://profiles.ucalgary.ca/jaideep-bains,Official institutional profile,https://profiles.ucalgary.ca/jaideep-bains,official_source,10
mem_085f530390,research_profile,Scopus,Scopus Author Profile,35548678500,https://www.scopus.com/authid/detail.uri?authorId=35548678500,Scholarly identifier,https://profiles.ucalgary.ca/jaideep-bains,matched_scopus_id,50
mem_085f530390,research_ecosystem,Website,Website,,https://stressynomics.com/,Associated website,https://profiles.ucalgary.ca/jaideep-bains,source_declared,100
mem_087ae95126,research_profile,UCalgary,UCalgary Profile,,https://profiles.ucalgary.ca/derya-sargin,Official institutional profile,https://profiles.ucalgary.ca/derya-sargin,official_source,10
mem_087ae95126,research_profile,Scopus,Scopus Author Profile,23061767800,https://www.scopus.com/authid/detail.uri?authorId=23061767800,Scholarly identifier,https://profiles.ucalgary.ca/derya-sargin,matched_scopus_id,50
mem_087ae95126,research_profile,PubMed,PubMed Author Search,,https://www.ncbi.nlm.nih.gov/pubmed?term=Sargin%2C%20Derya%5BAuthor%5D,Publication index,https://profiles.ucalgary.ca/derya-sargin,source_declared,60
mem_087ae95126,research_ecosystem,Research Lab,Lab website,,https://sarginlab.com/,Research lab,https://profiles.ucalgary.ca/derya-sargin,source_declared,100
mem_092b07aeb6,research_profile,UCalgary,UCalgary Profile,,https://profiles.ucalgary.ca/lian-willetts,Official institutional profile,https://profiles.ucalgary.ca/lian-willetts,official_source,10
mem_092b07aeb6,research_profile,PubMed,PubMed Author Search,,https://pubmed.ncbi.nlm.nih.gov/?term=lian+willetts,Publication index,https://profiles.ucalgary.ca/lian-willetts,source_declared,60
mem_0aa82264fe,research_profile,UCalgary,UCalgary Profile,,https://profiles.ucalgary.ca/araba-chintoh,Official institutional profile,https://profiles.ucalgary.ca/araba-chintoh,official_source,10
mem_0aa82264fe,research_profile,Scopus,Scopus Author Profile,6507103731,https://www.scopus.com/authid/detail.uri?authorId=6507103731,Scholarly identifier,https://profiles.ucalgary.ca/araba-chintoh,matched_scopus_id,50
mem_0b284f6c80,research_profile,UCalgary,UCalgary Profile,,https://profiles.ucalgary.ca/robert-james-sevick,Official institutional profile,https://profiles.ucalgary.ca/robert-james-sevick,official_source,10
mem_0b284f6c80,research_profile,Scopus,Scopus Author Profile,7003835459,https://www.scopus.com/authid/detail.uri?authorId=7003835459,Scholarly identifier,https://profiles.ucalgary.ca/robert-james-sevick,matched_scopus_id,50
mem_0b284f6c80,research_ecosystem,Website,Department of Radiology website,,https://cumming.ucalgary.ca/departments/radiology,Associated website,https://profiles.ucalgary.ca/robert-james-sevick,source_declared,100
mem_0ba27398f2,research_profile,UCalgary,UCalgary Profile,,https://profiles.ucalgary.ca/richelle-mychasiuk,Official institutional profile,https://profiles.ucalgary.ca/richelle-mychasiuk,official_source,10
mem_0ba27398f2,research_profile,Scopus,Scopus Author Profile,25947635100,https://www.scopus.com/authid/detail.uri?authorId=25947635100,Scholarly identifier,https://profiles.ucalgary.ca/richelle-mychasiuk,matched_scopus_id,50
mem_0ba27398f2,research_ecosystem,Website,Website,,https://research.monash.edu/en/persons/richelle-mychasiuk,Associated website,https://profiles.ucalgary.ca/richelle-mychasiuk,source_declared,100
mem_0ba6f2386f,research_profile,UCalgary,UCalgary Profile,,https://profiles.ucalgary.ca/brian-brooks,Official institutional profile,https://profiles.ucalgary.ca/brian-brooks,official_source,10
mem_0ba6f2386f,research_profile,Scopus,Scopus Author Profile,9277129000,https://www.scopus.com/authid/detail.uri?authorId=9277129000,Scholarly identifier,https://profiles.ucalgary.ca/brian-brooks,matched_scopus_id,50
mem_0bae7d82da,research_profile,UCalgary,UCalgary Profile,,https://profiles.ucalgary.ca/jeffrey-biernaskie,Official institutional profile,https://profiles.ucalgary.ca/jeffrey-biernaskie,official_source,10
mem_0bae7d82da,research_profile,Google Scholar,Google Scholar Profile,,https://scholar.google.com/citations?user=LtruRVkAAAAJ&hl=en&oi=ao,Scholarly profile,https://profiles.ucalgary.ca/jeffrey-biernaskie,source_declared,20
mem_0bae7d82da,research_profile,Scopus,Scopus Author Profile,6603131361,https://www.scopus.com/authid/detail.uri?authorId=6603131361,Scholarly identifier,https://profiles.ucalgary.ca/jeffrey-biernaskie,matched_scopus_id,50
mem_0bae7d82da,research_profile,PubMed,PubMed Author Search,,https://pubmed.ncbi.nlm.nih.gov/?term=biernaskie+NOT+Biernaskie%2CJM&sort=date,Publication index,https://profiles.ucalgary.ca/jeffrey-biernaskie,source_declared,60
mem_0bae7d82da,research_profile,PubMed,PubMed Author Search,,https://pubmed.ncbi.nlm.nih.gov/?term=biernaskie-j+not+jm&sort=date,Publication index,https://profiles.ucalgary.ca/jeffrey-biernaskie,source_declared,60
mem_0bae7d82da,research_ecosystem,Research Lab,Biernaskie Laboratory Website,,https://vet.ucalgary.ca/labs/biernaskie/home,Research lab,https://profiles.ucalgary.ca/jeffrey-biernaskie,source_declared,100
mem_0be3586361,research_profile,UCalgary,UCalgary Profile,,https://profiles.ucalgary.ca/gerald-giesbrecht,Official institutional profile,https://profiles.ucalgary.ca/gerald-giesbrecht,official_source,10
mem_0be3586361,research_profile,Google Scholar,Google Scholar Profile,,https://scholar.google.ca/citations?user=BKpnk5kAAAAJ&hl=en,Scholarly profile,https://profiles.ucalgary.ca/gerald-giesbrecht,source_declared,20
mem_0be3586361,research_profile,ResearchGate,ResearchGate Profile,,https://www.researchgate.net/profile/Gerald-Giesbrecht,Scholarly profile,https://profiles.ucalgary.ca/gerald-giesbrecht,source_declared,40
mem_0be3586361,research_profile,Scopus,Scopus Author Profile,57202566714,https://www.scopus.com/authid/detail.uri?authorId=57202566714,Scholarly identifier,https://profiles.ucalgary.ca/gerald-giesbrecht,matched_scopus_id,50
mem_0be3586361,research_profile,PubMed,PubMed Author Search,,https://pubmed.ncbi.nlm.nih.gov/?term=Giesbrecht+GF%5BAuthor%5D&sort=,Publication index,https://profiles.ucalgary.ca/gerald-giesbrecht,source_declared,60
mem_0be3586361,research_ecosystem,Research Lab,Developmental Psychobiology Lab,,https://ucalgary.ca/devpsychlab/,Research lab,https://profiles.ucalgary.ca/gerald-giesbrecht,source_declared,100
mem_0dc9704372,research_profile,UCalgary,UCalgary Profile,,https://profiles.ucalgary.ca/emily-wang-0,Official institutional profile,https://profiles.ucalgary.ca/emily-wang-0,official_source,10
mem_0dc9704372,research_profile,Scopus,Scopus Author Profile,57201690366,https://www.scopus.com/authid/detail.uri?authorId=57201690366,Scholarly identifier,https://profiles.ucalgary.ca/emily-wang-0,matched_scopus_id,50
mem_0f24dba938,research_profile,UCalgary,UCalgary Profile,,https://profiles.ucalgary.ca/melanie-noel,Official institutional profile,https://profiles.ucalgary.ca/melanie-noel,official_source,10
mem_0f24dba938,research_profile,Scopus,Scopus Author Profile,26536400600,https://www.scopus.com/authid/detail.uri?authorId=26536400600,Scholarly identifier,https://profiles.ucalgary.ca/melanie-noel,matched_scopus_id,50
mem_0f24dba938,research_ecosystem,Research Lab,Lab Website,,https://www.peakresearchlab.com,Research lab,https://profiles.ucalgary.ca/melanie-noel,source_declared,100
mem_0f73a389b6,research_profile,UCalgary,UCalgary Profile,,https://profiles.ucalgary.ca/andrew-demchuk,Official institutional profile,https://profiles.ucalgary.ca/andrew-demchuk,official_source,10
mem_0f73a389b6,research_profile,Scopus,Scopus Author Profile,7006058585,https://www.scopus.com/authid/detail.uri?authorId=7006058585,Scholarly identifier,https://profiles.ucalgary.ca/andrew-demchuk,matched_scopus_id,50
mem_0f73a389b6,research_ecosystem,Website,Website,,https://www.escapetrial.org/,Associated website,https://profiles.ucalgary.ca/andrew-demchuk,source_declared,100
mem_0f847603bd,research_profile,UCalgary,UCalgary Profile,,https://profiles.ucalgary.ca/patrick-whelan,Official institutional profile,https://profiles.ucalgary.ca/patrick-whelan,official_source,10
mem_0f847603bd,research_profile,Google Scholar,Google Scholar Profile,,https://scholar.google.com/citations?user=0p4Ozx4AAAAJ&hl=en&authuser=1,Scholarly profile,https://profiles.ucalgary.ca/patrick-whelan,source_declared,20
mem_0f847603bd,research_profile,Scopus,Scopus Author Profile,35518985600,https://www.scopus.com/authid/detail.uri?authorId=35518985600,Scholarly identifier,https://profiles.ucalgary.ca/patrick-whelan,matched_scopus_id,50
mem_0f847603bd,research_ecosystem,Research Lab,Lab,,https://vet.ucalgary.ca/labs/whelan/home,Research lab,https://profiles.ucalgary.ca/patrick-whelan,source_declared,100
mem_105244bf73,research_profile,UCalgary,UCalgary Profile,,https://profiles.ucalgary.ca/john-duncan-mclennan,Official institutional profile,https://profiles.ucalgary.ca/john-duncan-mclennan,official_source,10
mem_105244bf73,research_profile,Google Scholar,Google Scholar Profile,,https://scholar.google.com/citations?hl=en&user=dyAXKbgAAAAJ,Scholarly profile,https://profiles.ucalgary.ca/john-duncan-mclennan,source_declared,20
mem_105244bf73,research_profile,Scopus,Scopus Author Profile,7006025134,https://www.scopus.com/authid/detail.uri?authorId=7006025134,Scholarly identifier,https://profiles.ucalgary.ca/john-duncan-mclennan,matched_scopus_id,50
mem_105244bf73,research_profile,PubMed,PubMed Author Search,,https://pubmed.ncbi.nlm.nih.gov/?cmd=Search&term=John%20McLennan,Publication index,https://profiles.ucalgary.ca/john-duncan-mclennan,source_declared,60
mem_11c6e6d0a9,research_profile,UCalgary,UCalgary Profile,,https://profiles.ucalgary.ca/douglas-william-zochodne,Official institutional profile,https://profiles.ucalgary.ca/douglas-william-zochodne,official_source,10
mem_126415dca2,research_profile,UCalgary,UCalgary Profile,,https://profiles.ucalgary.ca/bradley-gordon-goodyear,Official institutional profile,https://profiles.ucalgary.ca/bradley-gordon-goodyear,official_source,10
mem_126415dca2,research_profile,Scopus,Scopus Author Profile,6603591435,https://www.scopus.com/authid/detail.uri?authorId=6603591435,Scholarly identifier,https://profiles.ucalgary.ca/bradley-gordon-goodyear,matched_scopus_id,50
mem_126415dca2,research_ecosystem,Website,Website,,https://www.mrcentre.ca/,Associated website,https://profiles.ucalgary.ca/bradley-gordon-goodyear,source_declared,100
mem_126bc39f5f,research_profile,UCalgary,UCalgary Profile,,https://profiles.ucalgary.ca/andreas-wissmann,Official institutional profile,https://profiles.ucalgary.ca/andreas-wissmann,official_source,10
mem_126bc39f5f,research_profile,Scopus,Scopus Author Profile,6602825115,https://www.scopus.com/authid/detail.uri?authorId=6602825115,Scholarly identifier,https://profiles.ucalgary.ca/andreas-wissmann,matched_scopus_id,50
mem_126bc39f5f,research_ecosystem,Website,Company website,,https://fuelbiomed.com/,Associated website,https://profiles.ucalgary.ca/andreas-wissmann,source_declared,100
mem_12cfcd78b8,research_profile,UCalgary,UCalgary Profile,,https://profiles.ucalgary.ca/chantel-debert,Official institutional profile,https://profiles.ucalgary.ca/chantel-debert,official_source,10
mem_12cfcd78b8,research_profile,Google Scholar,Google Scholar Profile,,https://scholar.google.com/citations?user=-HXXh0YAAAAJ&hl=en,Scholarly profile,https://profiles.ucalgary.ca/chantel-debert,source_declared,20
mem_12cfcd78b8,research_profile,Scopus,Scopus Author Profile,6506511421,https://www.scopus.com/authid/detail.uri?authorId=6506511421,Scholarly identifier,https://profiles.ucalgary.ca/chantel-debert,matched_scopus_id,50
mem_12cfcd78b8,research_profile,PubMed,PubMed Author Search,,https://pubmed.ncbi.nlm.nih.gov/?term=Debert+C&sort=date,Publication index,https://profiles.ucalgary.ca/chantel-debert,source_declared,60
mem_12cfcd78b8,research_ecosystem,Research Lab,Brain Neurorehabilitation laboratory,,https://cumming.ucalgary.ca/lab/bnr/home,Research lab,https://profiles.ucalgary.ca/chantel-debert,source_declared,100
mem_1365f1b099,research_profile,UCalgary,UCalgary Profile,,https://profiles.ucalgary.ca/william-davenport,Official institutional profile,https://profiles.ucalgary.ca/william-davenport,official_source,10
mem_14c5161155,research_profile,UCalgary,UCalgary Profile,,https://profiles.ucalgary.ca/wilten-nicola,Official institutional profile,https://profiles.ucalgary.ca/wilten-nicola,official_source,10
mem_14c5161155,research_profile,Scopus,Scopus Author Profile,54409314100,https://www.scopus.com/authid/detail.uri?authorId=54409314100,Scholarly identifier,https://profiles.ucalgary.ca/wilten-nicola,matched_scopus_id,50
mem_14f73a10d6,research_profile,UCalgary,UCalgary Profile,,https://www.ucalgary.ca/integrated-concussion-research-program/amanda-black,Official institutional profile,https://www.ucalgary.ca/integrated-concussion-research-program/amanda-black,official_source,10
mem_14f73a10d6,research_profile,Scopus,Scopus Author Profile,56822997800,https://www.scopus.com/authid/detail.uri?authorId=56822997800,Scholarly identifier,https://www.ucalgary.ca/integrated-concussion-research-program/amanda-black,matched_scopus_id,50
mem_1715d89fe0,research_profile,UCalgary,UCalgary Profile,,https://profiles.ucalgary.ca/mohammed-almekhlafi,Official institutional profile,https://profiles.ucalgary.ca/mohammed-almekhlafi,official_source,10
mem_1715d89fe0,research_profile,ResearchGate,ResearchGate Profile,,https://www.researchgate.net/profile/Mohammed_Almekhlafi,Scholarly profile,https://profiles.ucalgary.ca/mohammed-almekhlafi,source_declared,40
mem_1715d89fe0,research_profile,Scopus,Scopus Author Profile,20336972000,https://www.scopus.com/authid/detail.uri?authorId=20336972000,Scholarly identifier,https://profiles.ucalgary.ca/mohammed-almekhlafi,matched_scopus_id,50
mem_1a2035eb16,research_profile,UCalgary,UCalgary Profile,,https://profiles.ucalgary.ca/karl-klein,Official institutional profile,https://profiles.ucalgary.ca/karl-klein,official_source,10
mem_1a2035eb16,research_profile,ORCID,ORCID Profile,0000-0002-6654-1665,https://orcid.org/0000-0002-6654-1665,Scholarly identifier,https://profiles.ucalgary.ca/karl-klein,source_declared,30
mem_1a2035eb16,research_profile,Scopus,Scopus Author Profile,8045010800,https://www.scopus.com/authid/detail.uri?authorId=8045010800,Scholarly identifier,https://profiles.ucalgary.ca/karl-klein,matched_scopus_id,50
mem_1a2035eb16,research_profile,PubMed,PubMed Author Search,,https://pubmed.ncbi.nlm.nih.gov/?term=karl+martin+klein&sort=date&size=200,Publication index,https://profiles.ucalgary.ca/karl-klein,source_declared,60
mem_1a2035eb16,research_ecosystem,Research Institute,Alberta Children's Hospital Research Institute,,https://research4kids.ucalgary.ca/,Research institute,https://profiles.ucalgary.ca/karl-klein,source_declared,100
mem_1a8581bdce,research_profile,UCalgary,UCalgary Profile,,https://profiles.ucalgary.ca/jiami-guo,Official institutional profile,https://profiles.ucalgary.ca/jiami-guo,official_source,10
mem_1a8581bdce,research_profile,Google Scholar,Google Scholar Profile,,https://scholar.google.ca/citations?view_op=list_works&hl=en&user=Ojk1QIUAAAAJ,Scholarly profile,https://profiles.ucalgary.ca/jiami-guo,source_declared,20
mem_1a8581bdce,research_profile,Google Scholar,Google Scholar Profile,,https://scholar.google.ca/citations?hl=en&user=Ojk1QIUAAAAJ&view_op=list_works&sortby=pubdate,Scholarly profile,https://profiles.ucalgary.ca/jiami-guo,source_declared,20
mem_1ae867ffe5,research_profile,UCalgary,UCalgary Profile,,https://profiles.ucalgary.ca/brittany-martin,Official institutional profile,https://profiles.ucalgary.ca/brittany-martin,official_source,10
mem_1ae867ffe5,research_profile,Scopus,Scopus Author Profile,55453140100,https://www.scopus.com/authid/detail.uri?authorId=55453140100,Scholarly identifier,https://profiles.ucalgary.ca/brittany-martin,matched_scopus_id,50
mem_1d2325ddda,research_profile,UCalgary,UCalgary Profile,,https://profiles.ucalgary.ca/christopher-white,Official institutional profile,https://profiles.ucalgary.ca/christopher-white,official_source,10
mem_1d2325ddda,research_profile,Scopus,Scopus Author Profile,55628532146,https://www.scopus.com/authid/detail.uri?authorId=55628532146,Scholarly identifier,https://profiles.ucalgary.ca/christopher-white,matched_scopus_id,50
mem_1da9136136,research_profile,UCalgary,UCalgary Profile,,https://profiles.ucalgary.ca/oury-monchi,Official institutional profile,https://profiles.ucalgary.ca/oury-monchi,official_source,10
mem_1da9136136,research_profile,Scopus,Scopus Author Profile,6507045792,https://www.scopus.com/authid/detail.uri?authorId=6507045792,Scholarly identifier,https://profiles.ucalgary.ca/oury-monchi,matched_scopus_id,50
mem_1da9136136,research_ecosystem,Research Lab,PCAN Lab,,https://www.pcanlab.ca/,Research lab,https://profiles.ucalgary.ca/oury-monchi,source_declared,100
mem_21015a8f8f,research_profile,UCalgary,UCalgary Profile,,https://profiles.ucalgary.ca/jong-rho,Official institutional profile,https://profiles.ucalgary.ca/jong-rho,official_source,10
mem_21acc57639,research_profile,UCalgary,UCalgary Profile,,https://profiles.ucalgary.ca/nancy-patricia-diane-brager,Official institutional profile,https://profiles.ucalgary.ca/nancy-patricia-diane-brager,official_source,10
mem_21acc57639,research_profile,Scopus,Scopus Author Profile,7801565010,https://www.scopus.com/authid/detail.uri?authorId=7801565010,Scholarly identifier,https://profiles.ucalgary.ca/nancy-patricia-diane-brager,matched_scopus_id,50
mem_21e7f187f5,research_profile,UCalgary,UCalgary Profile,,https://profiles.ucalgary.ca/jeffrey-joseph-0,Official institutional profile,https://profiles.ucalgary.ca/jeffrey-joseph-0,official_source,10
mem_21e7f187f5,research_profile,Scopus,Scopus Author Profile,57220987716,https://www.scopus.com/authid/detail.uri?authorId=57220987716,Scholarly identifier,https://profiles.ucalgary.ca/jeffrey-joseph-0,matched_scopus_id,50
mem_22a4e04503,research_ecosystem,Research Lab,P.A.I.N.S Lab,,https://www.painslab.ca/,Research lab,https://painslab.ca/publications/,source_declared_verified,10
mem_22a4e04503,research_profile,UCalgary,UCalgary Profile,,https://profiles.ucalgary.ca/jillian-miller,Official institutional profile,https://profiles.ucalgary.ca/jillian-miller,official_source,10
mem_22a4e04503,research_ecosystem,Research Lab,Lab Website,,https://painslab.ca,Research lab,https://profiles.ucalgary.ca/jillian-miller,source_declared,100
mem_22a4e04503,research_ecosystem,Research Lab,Lab Website,,https://painslab.ca/publications/,Research lab,https://profiles.ucalgary.ca/jillian-miller,source_declared,100
mem_233f37a4ef,research_profile,UCalgary,UCalgary Profile,,https://profiles.ucalgary.ca/ashley-harris,Official institutional profile,https://profiles.ucalgary.ca/ashley-harris,official_source,10
mem_233f37a4ef,research_profile,Google Scholar,Google Scholar Profile,,https://scholar.google.ca/citations?user=_J2cHNgAAAAJ&hl=en&oi=ao,Scholarly profile,https://profiles.ucalgary.ca/ashley-harris,source_declared,20
mem_233f37a4ef,research_profile,Scopus,Scopus Author Profile,7404039960,https://www.scopus.com/authid/detail.uri?authorId=7404039960,Scholarly identifier,https://profiles.ucalgary.ca/ashley-harris,matched_scopus_id,50
mem_233f37a4ef,research_ecosystem,Research Lab,Laboratory website,,https://cumming.ucalgary.ca/labs/harris-imaging/home,Research lab,https://profiles.ucalgary.ca/ashley-harris,source_declared,100
mem_2434ffebd2,research_profile,UCalgary,UCalgary Profile,,https://profiles.ucalgary.ca/kirsten-bobawsky,Official institutional profile,https://profiles.ucalgary.ca/kirsten-bobawsky,official_source,10
mem_2434ffebd2,research_profile,Google Scholar,Google Scholar Profile,,https://scholar.google.com/citations?user=py3czMwAAAAJ,Scholarly profile,https://profiles.ucalgary.ca/kirsten-bobawsky,source_declared,20
mem_2434ffebd2,research_profile,Scopus,Scopus Author Profile,36674960900,https://www.scopus.com/authid/detail.uri?authorId=36674960900,Scholarly identifier,https://profiles.ucalgary.ca/kirsten-bobawsky,matched_scopus_id,50
mem_2434ffebd2,research_profile,PubMed,PubMed Author Search,,https://pubmed.ncbi.nlm.nih.gov/?term=fiest+k&sort=date,Publication index,https://profiles.ucalgary.ca/kirsten-bobawsky,source_declared,60
mem_2434ffebd2,research_ecosystem,Research Institute,O'Brien Institute of Public Health,,https://obrieniph.ucalgary.ca/,Research institute,https://profiles.ucalgary.ca/kirsten-bobawsky,source_declared,100
mem_2434ffebd2,research_ecosystem,Research Institute,The Hotchkiss Brain Institute,,https://hbi.ucalgary.ca/profiles/dr-kirsten-fiest,Research institute,https://profiles.ucalgary.ca/kirsten-bobawsky,source_declared,100
mem_2561dcafb5,research_profile,UCalgary,UCalgary Profile,,https://profiles.ucalgary.ca/darren-derksen,Official institutional profile,https://profiles.ucalgary.ca/darren-derksen,official_source,10
mem_2561dcafb5,research_profile,Google Scholar,Google Scholar Profile,,https://scholar.google.com/citations?user=47KrPD0AAAAJ&hl=en,Scholarly profile,https://profiles.ucalgary.ca/darren-derksen,source_declared,20
