"profile","member_id","source_url","input_phrase","candidate_origin","resolved_phrase","disposition","reason","concept_id","concept_id_system","umls_canonical_label","preferred_display_label","mesh_preferred_label","source_vocabulary","semantic_types","match_method","lexical_score","confidence_0_10","umbrella_id","umbrella_label","umbrella_rule_id","scopus_supporting_publications","scopus_latest_year"
"Deinera Exner-Cortens","mem_95cc419952","https://profiles.ucalgary.ca/deinera-exner-cortens","Suicide Prevention","structured_source","Suicide Prevention","review","medical UMLS concept found; HBI umbrella requires review","C0204732","UMLS_CUI","Suicide Prevention","Suicide Prevention","Suicide Prevention","MSH","Therapeutic or Preventive Procedure","umls_exact","1.0","10.0","","","","1","2022"
"Deinera Exner-Cortens","mem_95cc419952","https://profiles.ucalgary.ca/deinera-exner-cortens","Violence Prevention","structured_source","Violence Prevention","review","medical UMLS concept found without a MeSH representation","C0150215","UMLS_CUI","Violence prevention","Violence prevention","","SNOMEDCT_US","Therapeutic or Preventive Procedure","umls_exact","1.0","10.0","HBI-MED-012","Population and Public Health","MESH-POP-001","5","2026"
"Derya Sargin","mem_087ae95126","https://profiles.ucalgary.ca/derya-sargin","affective behaviors","legacy_publishable_tag | permissive_extractor","affective behaviors","unresolved","no sufficiently similar medical UMLS or MeSH concept","","","","","","","","","0.0","0.0","","","","0","0"
"Derya Sargin","mem_087ae95126","https://profiles.ucalgary.ca/derya-sargin","Behaviour","structured_source","Behaviour","review","broad UMLS words result retained for manual review","C0740409","UMLS_CUI","Psychotic behaviour","Psychotic behaviour","","MDR","Mental or Behavioral Dysfunction","umls_words","0.557","8.55","HBI-MED-011","Cognitive and Behavioural Neuroscience","MESH-COG-001","1","2020"
"Derya Sargin","mem_087ae95126","https://profiles.ucalgary.ca/derya-sargin","brain development","legacy_publishable_tag | permissive_extractor | structured_source","brain development","review","broad UMLS words result retained for manual review","C3272759","UMLS_CUI","Brain Development Abnormality","Brain Development Abnormality","","NCI","Disease or Syndrome","umls_words","0.696","8.49","","","","0","0"
"Derya Sargin","mem_087ae95126","https://profiles.ucalgary.ca/derya-sargin","emotional processing","legacy_publishable_tag | permissive_extractor","emotional processing","unresolved","no sufficiently similar medical UMLS or MeSH concept","","","","","","","","","0.0","0.0","","","","0","0"
"Derya Sargin","mem_087ae95126","https://profiles.ucalgary.ca/derya-sargin","mental health","legacy_publishable_tag | permissive_extractor | structured_source","mental health","accepted","trusted legacy publishable tag with an exact MeSH match and curated HBI umbrella","D008603","MeSH","","Mental Health","Mental Health","MSH","","mesh_trusted_preferred","1.0","10.0","HBI-MED-001","Mental Health","MESH-MH-001","0","0"
"Derya Sargin","mem_087ae95126","https://profiles.ucalgary.ca/derya-sargin","molecular mechanisms","legacy_publishable_tag | permissive_extractor | structured_source","molecular mechanisms","review","broad UMLS words result retained for manual review","C1258062","UMLS_CUI","Molecular Mechanisms of Pharmacological Action","Molecular Mechanisms of Pharmacological Action","Molecular Mechanisms of Pharmacological Action","MSH","Molecular Function","umls_words","0.542","8.6","HBI-MED-008","Pharmacology and Therapeutics","MESH-PHARM-001","0","0"
"Derya Sargin","mem_087ae95126","https://profiles.ucalgary.ca/derya-sargin","Neuroplasticity","structured_source","Neuroplasticity","accepted","local MeSH fallback after broad UMLS candidate search","D009473","MeSH","","Neuronal Plasticity","Neuronal Plasticity","MSH","","mesh_fallback","1.0","9.7","HBI-MED-010","Cellular and Molecular Neuroscience","MESH-CELL-001","0","0"
"Diwakar Krishnamurthy","mem_32edff8f29","https://profiles.ucalgary.ca/diwakar-krishnamurthy","and IoT systems","structured_source","and IoT systems","unresolved","no sufficiently similar medical UMLS or MeSH concept","","","","","","","","","0.0","0.0","","","","0","0"
"Diwakar Krishnamurthy","mem_32edff8f29","https://profiles.ucalgary.ca/diwakar-krishnamurthy","autism","permissive_extractor","autism","accepted","filtered UMLS concept with curated HBI umbrella","C0004352","UMLS_CUI","Autistic Disorder","Autistic Disorder","Autistic Disorder","MSH","Mental or Behavioral Dysfunction","umls_exact","0.174","9.73","HBI-MED-001","Mental Health","MESH-MH-001","0","0"
"Diwakar Krishnamurthy","mem_32edff8f29","https://profiles.ucalgary.ca/diwakar-krishnamurthy","Autistic","legacy_publishable_tag","Autistic","accepted","filtered UMLS concept with curated HBI umbrella","C0004352","UMLS_CUI","Autistic Disorder","Autistic Disorder","Autistic Disorder","MSH","Mental or Behavioral Dysfunction","umls_exact","0.556","9.73","HBI-MED-001","Mental Health","MESH-MH-001","0","0"
"Diwakar Krishnamurthy","mem_32edff8f29","https://profiles.ucalgary.ca/diwakar-krishnamurthy","big data","structured_source","big data","review","local MeSH fallback after broad UMLS candidate search","D000077558","MeSH","","Big Data","Big Data","MSH","","mesh_fallback","1.0","10.0","","","","0","0"
"Diwakar Krishnamurthy","mem_32edff8f29","https://profiles.ucalgary.ca/diwakar-krishnamurthy","machine learning","legacy_publishable_tag | permissive_extractor","machine learning","accepted","trusted legacy publishable tag with an exact MeSH match; umbrella classification is optional","D000069550","MeSH","","Machine Learning","Machine Learning","MSH","","mesh_trusted_preferred","1.0","10.0","","","","0","0"
"Diwakar Krishnamurthy","mem_32edff8f29","https://profiles.ucalgary.ca/diwakar-krishnamurthy","Performance management of cloud","structured_source","Performance management of cloud","unresolved","no sufficiently similar medical UMLS or MeSH concept","","","","","","","","","0.0","0.0","","","","0","0"
"Diwakar Krishnamurthy","mem_32edff8f29","https://profiles.ucalgary.ca/diwakar-krishnamurthy","Performance optimization of next generation multimedia systems (XR and related technologies)","structured_source","Performance optimization of next generation multimedia systems (XR and related technologies)","review","candidate is too long for automatic publication","","","","","","","","","0.0","0.0","","","","0","0"
"Diwakar Krishnamurthy","mem_32edff8f29","https://profiles.ucalgary.ca/diwakar-krishnamurthy","Software performance engineering","structured_source","Software performance engineering","unresolved","no sufficiently similar medical UMLS or MeSH concept","","","","","","","","","0.0","0.0","","","","0","0"
"Diwakar Krishnamurthy","mem_32edff8f29","https://profiles.ucalgary.ca/diwakar-krishnamurthy","The ETHEREAL Project - Enhancing Autistic Voices Through Extended Reality","structured_source","The ETHEREAL Project - Enhancing Autistic Voices Through Extended Reality","unresolved","no sufficiently similar medical UMLS or MeSH concept","","","","","","","","","0.0","0.0","","","","0","0"
"Donald Emile Addington","mem_6a681336c2","https://profiles.ucalgary.ca/donald-emile-addington","bipolar disorder","legacy_publishable_tag | permissive_extractor","bipolar disorder","accepted","trusted legacy publishable tag with an exact MeSH match and curated HBI umbrella","D001714","MeSH","","Bipolar Disorder","Bipolar Disorder","MSH","","mesh_trusted_preferred","1.0","10.0","HBI-MED-001","Mental Health","MESH-MH-001","0","0"
"Donald Emile Addington","mem_6a681336c2","https://profiles.ucalgary.ca/donald-emile-addington","clinical outcomes","legacy_publishable_tag | permissive_extractor","clinical outcomes","review","broad UMLS words result retained for manual review","C4273501","UMLS_CUI","Assessment using Clinical Outcomes in Routine Evaluation 10","Assessment using Clinical Outcomes in Routine Evaluation 10","","SNOMEDCT_US","Diagnostic Procedure","umls_words","0.379","8.11","","","","0","0"
"Donald Emile Addington","mem_6a681336c2","https://profiles.ucalgary.ca/donald-emile-addington","Clinical Practice Guideline","legacy_publishable_tag","Clinical Practice Guideline","accepted","trusted legacy publishable tag with an exact MeSH match; umbrella classification is optional","D017065","MeSH","","Practice Guideline","Practice Guideline","MSH","","mesh_trusted_entry_term","0.97","9.9","","","","1","2017"
"Donald Emile Addington","mem_6a681336c2","https://profiles.ucalgary.ca/donald-emile-addington","clinical practice guidelines","permissive_extractor","clinical practice guidelines","review","local MeSH fallback after broad UMLS candidate search","D017065","MeSH","","Practice Guideline","Practice Guideline","MSH","","mesh_fallback","1.0","9.28","","","","3","2017"
"Donald Emile Addington","mem_6a681336c2","https://profiles.ucalgary.ca/donald-emile-addington","depression","permissive_extractor","depression","accepted","filtered UMLS concept with curated HBI umbrella","C0011570","UMLS_CUI","Mental Depression","Depression","Depression","MSH","Mental or Behavioral Dysfunction","umls_exact","0.596","10.0","HBI-MED-001","Mental Health","MESH-MH-001","7","2019"
"Donald Emile Addington","mem_6a681336c2","https://profiles.ucalgary.ca/donald-emile-addington","Depression First Episode","legacy_publishable_tag","Depression","accepted","filtered UMLS concept with curated HBI umbrella","C0011570","UMLS_CUI","Mental Depression","Depression","Depression","MSH","Mental or Behavioral Dysfunction","umls_exact","0.596","10.0","HBI-MED-001","Mental Health","MESH-MH-001","7","2019"
"Donald Emile Addington","mem_6a681336c2","https://profiles.ucalgary.ca/donald-emile-addington","early psychosis","permissive_extractor","early psychosis","review","broad UMLS words result retained for manual review","C3531752","UMLS_CUI","Psychosis in early childhood","Psychosis in early childhood","","SNOMEDCT_US","Mental or Behavioral Dysfunction","umls_words","0.567","8.74","","","","8","2023"
"Donald Emile Addington","mem_6a681336c2","https://profiles.ucalgary.ca/donald-emile-addington","fidelity scales","legacy_publishable_tag | permissive_extractor","fidelity scales","unresolved","no sufficiently similar medical UMLS or MeSH concept","","","","","","","","","0.0","0.0","","","","0","0"
"Donald Emile Addington","mem_6a681336c2","https://profiles.ucalgary.ca/donald-emile-addington","first episode psychosis","permissive_extractor","first episode psychosis","review","broad UMLS words result retained for manual review","C5884017","UMLS_CUI","Coordinated specialty care, team-based, for first episode psychosis, per month","Coordinated specialty care, team-based, for first episode psychosis, per month","","HCPCS","Therapeutic or Preventive Procedure","umls_words","0.368","8.27","","","","8","2026"
"Donald Emile Addington","mem_6a681336c2","https://profiles.ucalgary.ca/donald-emile-addington","health services research","legacy_publishable_tag | permissive_extractor","health services research","accepted","trusted legacy publishable tag with an exact MeSH match and curated HBI umbrella","D006302","MeSH","","Health Services Research","Health Services Research","MSH","","mesh_trusted_preferred","1.0","10.0","HBI-MED-012","Population and Public Health","MESH-POP-001","3","2017"
"Donald Emile Addington","mem_6a681336c2","https://profiles.ucalgary.ca/donald-emile-addington","health systems","legacy_publishable_tag | permissive_extractor","health systems","review","broad UMLS words result retained for manual review","C1822459","UMLS_CUI","Health surveillance data systems in place","Health surveillance data systems in place","","NOC","Finding","umls_words","0.444","7.5","","","","0","0"
"Donald Emile Addington","mem_6a681336c2","https://profiles.ucalgary.ca/donald-emile-addington","Mental Depression","legacy_publishable_tag","Mental Depression","accepted","filtered UMLS concept with curated HBI umbrella","C0011570","UMLS_CUI","Mental Depression","Depression","Depression","MSH","Mental or Behavioral Dysfunction","umls_exact","1.0","10.0","HBI-MED-001","Mental Health","MESH-MH-001","7","2019"
"Donald Emile Addington","mem_6a681336c2","https://profiles.ucalgary.ca/donald-emile-addington","Mental Health","legacy_publishable_tag","Mental Health","accepted","trusted legacy publishable tag with an exact MeSH match and curated HBI umbrella","D008603","MeSH","","Mental Health","Mental Health","MSH","","mesh_trusted_preferred","1.0","10.0","HBI-MED-001","Mental Health","MESH-MH-001","1","2020"
"Donald Emile Addington","mem_6a681336c2","https://profiles.ucalgary.ca/donald-emile-addington","Mental Health - Intergrating Clinical and Health Services Research","structured_source","Mental Health","accepted","filtered UMLS concept with curated HBI umbrella","C0025353","UMLS_CUI","mental health","Mental Health","Mental Health","MSH","Mental Process","umls_exact","1.0","9.73","HBI-MED-001","Mental Health","MESH-MH-001","1","2020"
"Donald Emile Addington","mem_6a681336c2","https://profiles.ucalgary.ca/donald-emile-addington","Mental Health - Intergrating Clinical and Health Services Research","structured_source","Health Services Research","accepted","filtered UMLS concept with curated HBI umbrella","C0018757","UMLS_CUI","Health Services Research","Health Services Research","Health Services Research","MSH","Research Activity","umls_exact","1.0","9.81","HBI-MED-012","Population and Public Health","MESH-POP-001","3","2017"
"Donald Emile Addington","mem_6a681336c2","https://profiles.ucalgary.ca/donald-emile-addington","mental health services","permissive_extractor","mental health services","review","local MeSH fallback after broad UMLS candidate search","D008605","MeSH","","Mental Health Services","Mental Health Services","MSH","","mesh_fallback","1.0","10.0","","","","2","2021"
"Donald Emile Addington","mem_6a681336c2","https://profiles.ucalgary.ca/donald-emile-addington","Psychosis In Early","legacy_publishable_tag","Psychosis In Early","review","broad UMLS words result retained for manual review","C3531752","UMLS_CUI","Psychosis in early childhood","Psychosis in early childhood","","SNOMEDCT_US","Mental or Behavioral Dysfunction","umls_words","0.713","8.56","","","","0","0"
"Donald Emile Addington","mem_6a681336c2","https://profiles.ucalgary.ca/donald-emile-addington","psychosis risk","legacy_publishable_tag | permissive_extractor","psychosis risk","unresolved","no sufficiently similar medical UMLS or MeSH concept","","","","","","","","","0.0","0.0","","","","0","0"
"Donald Emile Addington","mem_6a681336c2","https://profiles.ucalgary.ca/donald-emile-addington","schizophrenia","legacy_publishable_tag | permissive_extractor","schizophrenia","accepted","trusted legacy publishable tag with an exact MeSH match and curated HBI umbrella","D012559","MeSH","","Schizophrenia","Schizophrenia","MSH","","mesh_trusted_preferred","1.0","10.0","HBI-MED-001","Mental Health","MESH-MH-001","34","2025"
"Douglas William Zochodne","mem_11c6e6d0a9","https://profiles.ucalgary.ca/douglas-william-zochodne","diabetic polyneuropathy","legacy_publishable_tag | permissive_extractor","diabetic polyneuropathy","accepted","trusted legacy publishable tag with an exact MeSH match; umbrella classification is optional","D003929","MeSH","","Diabetic Neuropathies","Diabetic Neuropathies","MSH","","mesh_trusted_entry_term","0.97","9.7","","","","0","0"
"Douglas William Zochodne","mem_11c6e6d0a9","https://profiles.ucalgary.ca/douglas-william-zochodne","peripheral nervous system","legacy_publishable_tag | permissive_extractor","peripheral nervous system","accepted","trusted legacy publishable tag with an exact MeSH match and curated HBI umbrella","D017933","MeSH","","Peripheral Nervous System","Peripheral Nervous System","MSH","","mesh_trusted_preferred","1.0","10.0","HBI-MED-014","Neuroscience and Neural Systems","MESH-NEUROSCI-001","0","0"
"Douglas William Zochodne","mem_11c6e6d0a9","https://profiles.ucalgary.ca/douglas-william-zochodne","peripheral nervous system, diabetic polyneuropathy and peripheral neuron regeneration","structured_source","peripheral nervous system","accepted","local MeSH fallback after broad UMLS candidate search","D017933","MeSH","","Peripheral Nervous System","Peripheral Nervous System","MSH","","mesh_fallback","1.0","10.0","HBI-MED-014","Neuroscience and Neural Systems","MESH-NEUROSCI-001","0","0"
"Douglas William Zochodne","mem_11c6e6d0a9","https://profiles.ucalgary.ca/douglas-william-zochodne","peripheral nervous system, diabetic polyneuropathy and peripheral neuron regeneration","structured_source","Neurons","accepted","filtered UMLS concept with curated HBI umbrella","C0027882","UMLS_CUI","Neurons","Neurons","Neurons","MSH","Cell","umls_exact","1.0","10.0","HBI-MED-010","Cellular and Molecular Neuroscience","MESH-CELL-001","0","0"
"Douglas William Zochodne","mem_11c6e6d0a9","https://profiles.ucalgary.ca/douglas-william-zochodne","peripheral neuron regeneration","legacy_publishable_tag | permissive_extractor","Neurons","accepted","filtered UMLS concept with curated HBI umbrella","C0027882","UMLS_CUI","Neurons","Neurons","Neurons","MSH","Cell","umls_exact","1.0","10.0","HBI-MED-010","Cellular and Molecular Neuroscience","MESH-CELL-001","0","0"
"Eli Kinney-Lang","mem_f204657bcb","https://profiles.ucalgary.ca/eli-kinney-lang","machine learning","legacy_publishable_tag | permissive_extractor","machine learning","accepted","trusted legacy publishable tag with an exact MeSH match; umbrella classification is optional","D000069550","MeSH","","Machine Learning","Machine Learning","MSH","","mesh_trusted_preferred","1.0","10.0","","","","0","0"
"Eli Kinney-Lang","mem_f204657bcb","https://profiles.ucalgary.ca/eli-kinney-lang","pediatric brain-computer interfaces (bcis)","permissive_extractor | structured_source","brain computer interfaces","accepted","local MeSH fallback after broad UMLS candidate search","D062207","MeSH","","Brain-Computer Interfaces","Brain-Computer Interfaces","MSH","","mesh_fallback","1.0","10.0","HBI-MED-013","Neuroengineering and Medical Technology","MESH-NEUROTECH-001","0","0"
"Elizabeth Condliffe","mem_06b710915b","https://profiles.ucalgary.ca/elizabeth-condliffe","brain stimulation","legacy_publishable_tag | permissive_extractor | structured_source","brain stimulation","review","medical UMLS concept found without a MeSH representation","C0870227","UMLS_CUI","Brain stimulation","Brain stimulation","","SNOMEDCT_US","Therapeutic or Preventive Procedure","umls_exact","1.0","9.85","HBI-MED-008","Pharmacology and Therapeutics","MESH-PHARM-001","0","0"
"Elizabeth Condliffe","mem_06b710915b","https://profiles.ucalgary.ca/elizabeth-condliffe","Cerebral Palsy","structured_source","Cerebral Palsy","review","medical UMLS concept found; HBI umbrella requires review","C0007789","UMLS_CUI","Cerebral Palsy","Cerebral Palsy","Cerebral Palsy","MSH","Disease or Syndrome","umls_exact","1.0","10.0","","","","16","2026"
"Elizabeth Condliffe","mem_06b710915b","https://profiles.ucalgary.ca/elizabeth-condliffe","Exercise","structured_source","Exercise","review","local MeSH fallback after broad UMLS candidate search","D015444","MeSH","","Exercise","Exercise","MSH","","mesh_fallback","1.0","10.0","","","","1","2025"
"Elizabeth Condliffe","mem_06b710915b","https://profiles.ucalgary.ca/elizabeth-condliffe","movement impairment","legacy_publishable_tag | permissive_extractor | structured_source","movement impairment","review","broad UMLS words result retained for manual review","C1096183","UMLS_CUI","Injection site joint movement impairment","Injection site joint movement impairment","","MDR","Injury or Poisoning","umls_words","0.498","8.07","","","","0","0"
"Elizabeth Condliffe","mem_06b710915b","https://profiles.ucalgary.ca/elizabeth-condliffe","Neuroplasticity","structured_source","Neuroplasticity","accepted","local MeSH fallback after broad UMLS candidate search","D009473","MeSH","","Neuronal Plasticity","Neuronal Plasticity","MSH","","mesh_fallback","1.0","9.7","HBI-MED-010","Cellular and Molecular Neuroscience","MESH-CELL-001","0","0"
"Elizabeth Condliffe","mem_06b710915b","https://profiles.ucalgary.ca/elizabeth-condliffe","Neurorehabilitation","structured_source","Neurorehabilitation","accepted","filtered UMLS concept with curated HBI umbrella","C0204096","UMLS_CUI","Neurological Rehabilitation","Neurological Rehabilitation","Neurological Rehabilitation","MSH","Therapeutic or Preventive Procedure","umls_exact","0.33","10.0","HBI-MED-007","Rehabilitation","MESH-REHAB-001","3","2023"
"Elizabeth Condliffe","mem_06b710915b","https://profiles.ucalgary.ca/elizabeth-condliffe","pain","legacy_publishable_tag | permissive_extractor","pain","accepted","trusted legacy publishable tag with an exact MeSH match; umbrella classification is optional","D010146","MeSH","","Pain","Pain","MSH","","mesh_trusted_preferred","1.0","10.0","","","","1","2024"
"Elizabeth Condliffe","mem_06b710915b","https://profiles.ucalgary.ca/elizabeth-condliffe","robotic rehabilitation","legacy_publishable_tag | permissive_extractor | structured_source","Rehabilitation","accepted","filtered UMLS concept with curated HBI umbrella","C0034991","UMLS_CUI","Rehabilitation therapy","Rehabilitation","Rehabilitation","MSH","Therapeutic or Preventive Procedure","umls_exact","0.611","10.0","HBI-MED-007","Rehabilitation","MESH-REHAB-001","3","2026"
"Eloise Carr","mem_5357e9a762","https://profiles.ucalgary.ca/eloise-carr","Interprofessional education","structured_source","Interprofessional education","review","local MeSH fallback after broad UMLS candidate search","D000081784","MeSH","","Interprofessional Education","Interprofessional Education","MSH","","mesh_fallback","1.0","10.0","","","","1","2012"
"Eloise Carr","mem_5357e9a762","https://profiles.ucalgary.ca/eloise-carr","Knowledge Translation","structured_source","Knowledge Translation","review","medical UMLS concept found; HBI umbrella requires review","C3494164","UMLS_CUI","Knowledge Translation","Knowledge Translations","Knowledge Translations","MSH","Research Activity","umls_exact","1.0","9.75","","","","2","2017"
"Eloise Carr","mem_5357e9a762","https://profiles.ucalgary.ca/eloise-carr","Mixed methods research","structured_source","Mixed methods research","review","medical UMLS concept found without a MeSH representation","C5708930","UMLS_CUI","Mixed Methods Research","Mixed Methods Research","","NCI","Research Activity","umls_exact","1.0","9.15","","","","0","0"
"Eloise Carr","mem_5357e9a762","https://profiles.ucalgary.ca/eloise-carr","pain","legacy_publishable_tag | permissive_extractor","pain","accepted","trusted legacy publishable tag with an exact MeSH match; umbrella classification is optional","D010146","MeSH","","Pain","Pain","MSH","","mesh_trusted_preferred","1.0","10.0","","","","3","2014"
"Eloise Carr","mem_5357e9a762","https://profiles.ucalgary.ca/eloise-carr","Pain management","structured_source","Pain management","review","medical UMLS concept found; HBI umbrella requires review","C0002766","UMLS_CUI","Pain management (procedure)","Pain Management","Pain Management","MSH","Therapeutic or Preventive Procedure","umls_exact","0.7","9.84","","","","4","2020"
"Emily Wang","mem_0dc9704372","https://profiles.ucalgary.ca/emily-wang-0","appointed fellow of the neurosequential model network","permissive_extractor","appointed fellow of the neurosequential model network","unresolved","no sufficiently similar medical UMLS or MeSH concept","","","","","","","","","0.0","0.0","","","","0","0"
"Emily Wang","mem_0dc9704372","https://profiles.ucalgary.ca/emily-wang-0","complex trauma","legacy_publishable_tag | permissive_extractor","complex trauma","unresolved","no sufficiently similar medical UMLS or MeSH concept","","","","","","","","","0.0","0.0","","","","0","0"
"Emily Wang","mem_0dc9704372","https://profiles.ucalgary.ca/emily-wang-0","complex trauma and mental health issues","permissive_extractor | structured_source","Mental Health","accepted","filtered UMLS concept with curated HBI umbrella","C0025353","UMLS_CUI","mental health","Mental Health","Mental Health","MSH","Mental Process","umls_exact","1.0","9.53","HBI-MED-001","Mental Health","MESH-MH-001","0","0"
"Emily Wang","mem_0dc9704372","https://profiles.ucalgary.ca/emily-wang-0","Doctor Of Philosophy","legacy_publishable_tag","Doctor Of Philosophy","unresolved","no sufficiently similar medical UMLS or MeSH concept","","","","","","","","","0.0","0.0","","","","0","0"
"Emily Wang","mem_0dc9704372","https://profiles.ucalgary.ca/emily-wang-0","doctorate of philosophy in clinical psychology","permissive_extractor","doctorate of philosophy in clinical psychology","unresolved","no sufficiently similar medical UMLS or MeSH concept","","","","","","","","","0.0","0.0","","","","0","0"
"Emily Wang","mem_0dc9704372","https://profiles.ucalgary.ca/emily-wang-0","Mental Health","legacy_publishable_tag","Mental Health","accepted","trusted legacy publishable tag with an exact MeSH match and curated HBI umbrella","D008603","MeSH","","Mental Health","Mental Health","MSH","","mesh_trusted_preferred","1.0","10.0","HBI-MED-001","Mental Health","MESH-MH-001","0","0"
"Emily Wang","mem_0dc9704372","https://profiles.ucalgary.ca/emily-wang-0","Mental Health Issue","legacy_publishable_tag","Mental Health","accepted","filtered UMLS concept with curated HBI umbrella","C0025353","UMLS_CUI","mental health","Mental Health","Mental Health","MSH","Mental Process","umls_exact","1.0","9.53","HBI-MED-001","Mental Health","MESH-MH-001","0","0"
"Emily Wang","mem_0dc9704372","https://profiles.ucalgary.ca/emily-wang-0","mental health issues","permissive_extractor","Mental Health","accepted","filtered UMLS concept with curated HBI umbrella","C0025353","UMLS_CUI","mental health","Mental Health","Mental Health","MSH","Mental Process","umls_exact","1.0","9.53","HBI-MED-001","Mental Health","MESH-MH-001","0","0"
"Emily Wang","mem_0dc9704372","https://profiles.ucalgary.ca/emily-wang-0","trauma informed services at hull services","permissive_extractor","trauma informed services at hull services","unresolved","no sufficiently similar medical UMLS or MeSH concept","","","","","","","","","0.0","0.0","","","","0","0"
"Emma Towlson","mem_a04b5207a5","https://profiles.ucalgary.ca/emma-towlson","be used to describe various disorders","permissive_extractor","be used to describe various disorders","unresolved","no sufficiently similar medical UMLS or MeSH concept","","","","","","","","","0.0","0.0","","","","0","0"
"Emma Towlson","mem_a04b5207a5","https://profiles.ucalgary.ca/emma-towlson","Biostatistics","structured_source","Biostatistics","review","medical UMLS concept found; HBI umbrella requires review","C2717898","UMLS_CUI","Biostatistics","Biostatistics","Biostatistics","MSH","Research Activity","umls_exact","1.0","9.33","","","","0","0"
"Emma Towlson","mem_a04b5207a5","https://profiles.ucalgary.ca/emma-towlson","Brain","structured_source","Brain","review","medical UMLS concept found; HBI umbrella requires review","C0006104","UMLS_CUI","Brain","Brain","Brain","MSH","Body Part, Organ, or Organ Component","umls_exact","1.0","9.8","","","","1","2013"
"Emma Towlson","mem_a04b5207a5","https://profiles.ucalgary.ca/emma-towlson","Describe","legacy_publishable_tag","Describe","review","broad UMLS words result retained for manual review","C0509845","UMLS_CUI","Describe environment to patient","Describe environment to patient","","NIC","Therapeutic or Preventive Procedure","umls_words","0.364","7.89","","","","0","0"
"Emma Towlson","mem_a04b5207a5","https://profiles.ucalgary.ca/emma-towlson","diseases in the human brain","permissive_extractor","diseases in the human brain","unresolved","no sufficiently similar medical UMLS or MeSH concept","","","","","","","","","0.0","0.0","","","","0","0"
"Emma Towlson","mem_a04b5207a5","https://profiles.ucalgary.ca/emma-towlson","genes within the cell","permissive_extractor","Genes","accepted","filtered UMLS concept with curated HBI umbrella","C0017337","UMLS_CUI","Genes","Genes","Genes","MSH","Gene or Genome","umls_exact","1.0","10.0","HBI-MED-009","Genetics and Genomics","MESH-GEN-001","0","0"
"Emma Towlson","mem_a04b5207a5","https://profiles.ucalgary.ca/emma-towlson","Human Brain","legacy_publishable_tag","Human Brain","review","medical UMLS concept found; HBI umbrella requires review","C0006104","UMLS_CUI","Brain","Brain","Brain","MSH","Body Part, Organ, or Organ Component","umls_exact","0.55","9.5","","","","1","2013"
"Emma Towlson","mem_a04b5207a5","https://profiles.ucalgary.ca/emma-towlson","mental health","legacy_publishable_tag | permissive_extractor | structured_source","mental health","accepted","trusted legacy publishable tag with an exact MeSH match and curated HBI umbrella","D008603","MeSH","","Mental Health","Mental Health","MSH","","mesh_trusted_preferred","1.0","10.0","HBI-MED-001","Mental Health","MESH-MH-001","0","0"
"Emma Towlson","mem_a04b5207a5","https://profiles.ucalgary.ca/emma-towlson","mental illness","legacy_publishable_tag | permissive_extractor | structured_source","mental illness","accepted","trusted legacy publishable tag with an exact MeSH match and curated HBI umbrella","D001523","MeSH","","Mental Disorders","Mental Disorders","MSH","","mesh_trusted_entry_term","0.97","9.7","HBI-MED-001","Mental Health","MESH-MH-001","0","0"
"Emma Towlson","mem_a04b5207a5","https://profiles.ucalgary.ca/emma-towlson","network neuroscience offers powerful mathematical frameworks","permissive_extractor","neuroscience","accepted","local MeSH fallback after broad UMLS candidate search","D009488","MeSH","","Neurosciences","Neurosciences","MSH","","mesh_fallback","1.0","9.7","HBI-MED-014","Neuroscience and Neural Systems","MESH-NEUROSCI-001","0","0"
"Emma Towlson","mem_a04b5207a5","https://profiles.ucalgary.ca/emma-towlson","Simulation","structured_source","Simulation","review","medical UMLS concept found without a MeSH representation","C0679083","UMLS_CUI","Simulations","Simulations","","MTH","Research Activity","umls_exact","0.381","8.78","","","","0","0"
"Emma Towlson","mem_a04b5207a5","https://profiles.ucalgary.ca/emma-towlson","skillsets lie in the field of network neuroscience","permissive_extractor","neuroscience","accepted","local MeSH fallback after broad UMLS candidate search","D009488","MeSH","","Neurosciences","Neurosciences","MSH","","mesh_fallback","1.0","9.7","HBI-MED-014","Neuroscience and Neural Systems","MESH-NEUROSCI-001","0","0"
"Emma Towlson","mem_a04b5207a5","https://profiles.ucalgary.ca/emma-towlson","studies of brain networks across different species","permissive_extractor","studies of brain networks across different species","rejected","sentence-like narrative fragment","","","","","","","","","0.0","0.0","","","","0","0"
"Emma Towlson","mem_a04b5207a5","https://profiles.ucalgary.ca/emma-towlson","Within Cell","legacy_publishable_tag","Within Cell","review","broad UMLS words result retained for manual review","C1659466","UMLS_CUI","storage within cell","storage within cell","","GO","Cell Function","umls_words","0.693","8.11","","","","0","0"
"Eric Chan","mem_50e629396d","https://profiles.ucalgary.ca/eric-chan","bipolar disorder","legacy_publishable_tag | permissive_extractor | structured_source","bipolar disorder","accepted","trusted legacy publishable tag with an exact MeSH match and curated HBI umbrella","D001714","MeSH","","Bipolar Disorder","Bipolar Disorder","MSH","","mesh_trusted_preferred","1.0","10.0","HBI-MED-001","Mental Health","MESH-MH-001","0","0"
"Eric Chan","mem_50e629396d","https://profiles.ucalgary.ca/eric-chan","depression","permissive_extractor | structured_source","depression","accepted","filtered UMLS concept with curated HBI umbrella","C0011570","UMLS_CUI","Mental Depression","Depression","Depression","MSH","Mental or Behavioral Dysfunction","umls_exact","0.596","9.73","HBI-MED-001","Mental Health","MESH-MH-001","0","0"
