exp_id,profile_id,title,company,employment_type,location,start_date,end_date,duration,description,raw_text,sort_order
97e797f7-1e2b-4834-840d-5c4d81bf9f09,635b6ff5-53a2-4868-9845-e9e1ce3c0f53,TCS RSP Fellow,University of Calcutta,Aug 2012 - Jul 2017 · 5 yrs,,,,,Ph.D. fellowship under TCS Research Scholar Programme.,TCS RSP Fellow Aug 2012 - Jul 2017 · 5 yrs Department of Computer Science and Engineering Ph.D. fellowship under TCS Research Scholar Programme. TCS RSP Fellowship Offer Letter.pdf,4
ce96d075-a892-4989-8730-5e9ebf8fc884,635b6ff5-53a2-4868-9845-e9e1ce3c0f53,Internship,IXIA Technologies,,"Kolkata Area, India",Oct 2011,Apr 2012,7 mos,"Worked as an intern as part of the M. Tech. program. Mainly working on kernel based infrastructure development. Networking related kernel programming to implement packet filtering, packet sniffing, and packet injection using ioctl, and workqueues. Also helped in the development of Random Traffic Generation for WAN Optimizers.","Internship IXIA Technologies Oct 2011 - Apr 2012 · 7 mos Kolkata Area, India Worked as an intern as part of the M. Tech. program. Mainly working on kernel based infrastructure development. Networking related kernel programming to implement packet filtering, packet sniffing, and packet injection using ioctl, and workqueues. Also helped in the development of Random Traffic Generation for WAN Optimizers.",5
6542ede9-51be-4955-87d4-31407224cc39,635b6ff5-53a2-4868-9845-e9e1ce3c0f53,Guest Lecturer,Acharya Prafulla Chandra College,,Greater Kolkata Area,Oct 2010,Jul 2011,10 mos,Taught Post-Graduate courses like Advanced Computer Architecture and Organization and Advanced Operating System.,Guest Lecturer Acharya Prafulla Chandra College Oct 2010 - Jul 2011 · 10 mos Greater Kolkata Area Taught Post-Graduate courses like Advanced Computer Architecture and Organization and Advanced Operating System.,6
f3e1abd0-455a-4213-8736-d75283c5b814,635b6ff5-53a2-4868-9845-e9e1ce3c0f53,Guest Lecturer,Scottish Church College,,,Sep 2010,Dec 2010,4 mos,,"Guest Lecturer Scottish Church College Sep 2010 - Dec 2010 · 4 mos Taught Undergraduate courses like Numerical Methods, Operations Research (including LPP, Transportation Problem, Assignment Problem), Discrete Mathematics, Graphics, DBMS, Computer Fundamentals, Unix (Shell Script, Shell Programming, AWK programming, Perl), MS-DOS.",7
1d1eab6f-6c06-41e2-bc2f-9754f1c41dfc,b9438ed4-bcc6-483d-a23d-da9b73500394,Professor,University of Calgary,Jul 2026 - Present · 3 mos,,,,,,Professor Jul 2026 - Present · 3 mos,0
1eae38b2-462a-43c4-ad43-2db7c5b338d9,b9438ed4-bcc6-483d-a23d-da9b73500394,Associate Professor,University of Calgary,May 2023 - Jun 2026 · 3 yrs 2 mos,,,,,,Associate Professor May 2023 - Jun 2026 · 3 yrs 2 mos I held a position as an Associate Professor at the Hotchkiss Brain Institute and in the Department of Clinical Neuroscience at the University of Calgary,1
c569350b-d186-448f-a657-0f021be158c2,b9438ed4-bcc6-483d-a23d-da9b73500394,Associate Professor,University of Guelph,Jul 2019 - May 2023 · 3 yrs 11 mos,,,,,I held a position as an Associate Professor in the Department of Molecular and Cellular Biology with the College of Biological Sciences at the University of Guelph,"Associate Professor Jul 2019 - May 2023 · 3 yrs 11 mos Guelph, ON Canada I held a position as an Associate Professor in the Department of Molecular and Cellular Biology with the College of Biological Sciences at the University of Guelph University of Guelph Ontario, Canada. Biological and Physical Sciences, Veterinary Medicine, Agriculture, Engineering, Arts and Social Sciences, as well as applied and professional programs.",2
a718ebf4-a8a5-4ead-b392-d556e1942035,b9438ed4-bcc6-483d-a23d-da9b73500394,Assistant Professor,University of Guelph,Jan 2014 - Jun 2019 · 5 yrs 6 mos,,,,,,"Assistant Professor Jan 2014 - Jun 2019 · 5 yrs 6 mos Guelph, Ontario, Canada",3
3f839478-f076-400e-8cb1-17e5b8cfed01,b9438ed4-bcc6-483d-a23d-da9b73500394,Postdoctoral Fellow,Sanford-Burnham Medical Research Institute,,"La Jolla, California",2011,Dec 2013,,I held a position as a postdoctoral fellow at the Sanford-Burnham Medical Research Institute under the supervision of Stuart Lipton. Here I am focusing on two aspects of cytoskeletal dynamics 1) glutamate signaling in both modulation of postsynaptic dendrites and in initiation of axon ensheathment through activation of NMDA receptors 2) mitochondrial organelle trafficking in neurons. I am further assessing how aberrations in these pathways manifest in models of stroke and Parkinson's disease.,"Postdoctoral Fellow Sanford-Burnham Medical Research Institute 2011 – Dec 2013 La Jolla, California I held a position as a postdoctoral fellow at the Sanford-Burnham Medical Research Institute under the supervision of Stuart Lipton. Here I am focusing on two aspects of cytoskeletal dynamics 1) glutamate signaling in both modulation of postsynaptic dendrites and in initiation of axon ensheathment through activation of NMDA receptors 2) mitochondrial organelle trafficking in neurons. I am further ",4
fc5cea15-50b6-4502-97d6-2faf87c7f65e,b9438ed4-bcc6-483d-a23d-da9b73500394,Postdoctoral Fellow,Ottawa Hospital Research Institute,,Greater Ottawa Metropolitan Area,2009,2011,,"As a CIHR funded postdoctoral fellow with Rashmi Kothary at the Ottawa Hospital Research Institute, my research focused both on cytoskeletal changes critical to neurodegeneration and on understanding the mechanisms underlying myelin sheath formation.","Postdoctoral Fellow Ottawa Hospital Research Institute 2009 – 2011 Greater Ottawa Metropolitan Area As a CIHR funded postdoctoral fellow with Rashmi Kothary at the Ottawa Hospital Research Institute, my research focused both on cytoskeletal changes critical to neurodegeneration and on understanding the mechanisms underlying myelin sheath formation. Ottawa Hospital Research Institute Regenerative Medicine Program Overview Regenerative medicine is an emerging field of medicine focused on repairing",5
0d0594a0-f001-4cba-9935-068a8fc0028b,27ee9c14-680f-4392-a98b-8f94ad9a3f72,"Neurologist & Stroke specialist, MHRH & Arun Kathuveetil's NeuroCentre, MH, AB",Alberta Health Services,Permanent Full-time,"Medicine Hat, Alberta, Canada",Apr 2026,Present,6 mos,,"Neurologist & Stroke specialist, MHRH & Arun Kathuveetil's NeuroCentre, MH, AB | Alberta Health Services | Apr 2026 | Present",0
ff0735e3-89f8-4c2b-8360-325c581fe343,27ee9c14-680f-4392-a98b-8f94ad9a3f72,"Clinical and Research Fellow, Calgary Stroke Program",University of Calgary,Permanent Full-time,"Alberta, Canada",Oct 2023,Present,3 yrs,Stroke Research and Clinical,"Clinical and Research Fellow, Calgary Stroke Program | University of Calgary | Oct 2023 | Present",1
2d061f76-0da9-4b43-a105-76a42c8ff933,27ee9c14-680f-4392-a98b-8f94ad9a3f72,Neurologist/ Stroke Specialist,KIMS Sreechand Hospital,Permanent Full-time,,Sep 2021,Aug 2023,2 yrs,,Neurologist/ Stroke Specialist | KIMS Sreechand Hospital | Sep 2021 | Aug 2023,2
0d26c82a-b437-4b41-b4bb-7aad004941cb,27ee9c14-680f-4392-a98b-8f94ad9a3f72,Neurologist/ Stroke Specialist,,3rd+,,Mar 2019,Jul 2021,2 yrs 5 mos,Why am I seeing this ad?,Neurologist/ Stroke Specialist | Mar 2019 | Jul 2021,3
5f7b399d-6a0a-4388-8e3b-654fa79a3793,12c712e9-26ac-4b07-9142-2b3caf65bc58,Undergraduate Researcher,Hotchkiss Brain Institute,Internship,"Calgary, Alberta, Canada",May 2024,Present,2 yrs 5 mos,Conducted specialized research analyzing the efficacy of treatments and their impact on the brain. Worked with MR images and analytical softwares to generate inferences on the data. An author of a published peer-reviewed study. Presented findings at the HBI symposium for multiple years.,Undergraduate Researcher | Hotchkiss Brain Institute | May 2024 | Present,0
8868b7d5-4d66-42ce-b226-a1087d1dcd4c,12c712e9-26ac-4b07-9142-2b3caf65bc58,VP Events,,3rd+,,Dec 2023,Present,2 yrs 10 mos,"Calgary, Alberta, Canada",VP Events | Dec 2023 | Present,1
4ade4e15-f349-4693-a5d3-b85469fa7af4,97e61b93-e967-4258-ac60-28e1c7d5f2a2,"Core Lead | Staff Scientist, Hotchkiss Brain Institute Neuro Omics Core Facility",University of Calgary,Contract Full-time,"Calgary, Alberta, Canada",May 2024,Present,2 yrs 5 mos,,"Core Lead | Staff Scientist, Hotchkiss Brain Institute Neuro Omics Core Facility | University of Calgary | May 2024 | Present",0
82da2716-bb5f-4ab4-8768-b8e13385a636,97e61b93-e967-4258-ac60-28e1c7d5f2a2,Single Cell Transcriptomics Specialist,"Clinical Neurosciences, University of Calgary",Contract Full-time,"Calgary, Alberta, Canada",Jul 2021,Apr 2024,2 yrs 10 mos,Assist members of multiple sclerosis group with single cell transcriptomics workflow from sample prep to bioinformatics analysis,"Single Cell Transcriptomics Specialist | Clinical Neurosciences, University of Calgary | Jul 2021 | Apr 2024",1
36749b1b-00d3-42db-a39f-9650380a4712,97e61b93-e967-4258-ac60-28e1c7d5f2a2,Single cell transcriptomics specialist,Snyder Institute for Chronic Inflammatory Diseases,,"Alberta, Canada",Jul 2020,Feb 2021,8 mos,• Designed and executed single cell transcriptomic studies to characterize immune cells in liver models.• Provided guidance with single cell workflows to enable implementation of a single cell transcriptomics platform in the lab.,Single cell transcriptomics specialist | Snyder Institute for Chronic Inflammatory Diseases | Jul 2020 | Feb 2021,2
a64cd6fe-af81-405d-94ee-cdbcb57aad53,97e61b93-e967-4258-ac60-28e1c7d5f2a2,Single cell transcriptomics specialist,Hotchkiss Brain Institute,Contract Part-time,,Aug 2019,May 2020,10 mos,"Alberta, Canada",Single cell transcriptomics specialist | Hotchkiss Brain Institute | Aug 2019 | May 2020,3
d522563c-6b7e-443a-8313-2ad5489b4fef,97e61b93-e967-4258-ac60-28e1c7d5f2a2,Research Associate,,3rd+,,Sep 2017,Aug 2019,2 yrs,"Alberta, Canada",Research Associate | Sep 2017 | Aug 2019,4
93e0e2dc-2c86-4971-88df-d844f1cc5c1d,d0482a63-0752-4b4b-8004-505386625795,Postdoctoral Research Fellow,Hotchkiss Brain Institute,Contract Full-time,"Biomedical Research, Alzheimers and +6 skills",Aug 2025,Present,1 yr 2 mos,,"Postdoctoral Research Fellow Hotchkiss Brain Institute · Contract Full-time Aug 2025 - Present · 1 yr 2 mos Biomedical Research, Alzheimers and +6 skills",0
1c780a1f-0f75-49b5-b5d7-25cc2f40cd71,d0482a63-0752-4b4b-8004-505386625795,Editorial Board Member,Elsevier Health and Medical Sciences Journals,,"Editorial board members for the journal ""Glial Health Research""",Jun 2025,Present,1 yr 4 mos,,"Editorial Board Member Elsevier Health and Medical Sciences Journals Jun 2025 - Present · 1 yr 4 mos Editorial board members for the journal ""Glial Health Research""",1
e72435b9-3aba-40ca-961a-f985751cd2ef,d0482a63-0752-4b4b-8004-505386625795,Postdoctoral Research Fellow,University of Toronto,Full-time,"Biomedical Research, neurobiology and +9 skills",Dec 2024,Jul 2025,8 mos,,"Postdoctoral Research Fellow University of Toronto · Full-time Dec 2024 - Jul 2025 · 8 mos Biomedical Research, neurobiology and +9 skills",2
f87bcb9e-8a62-466c-a014-44d5f3e3fe59,d0482a63-0752-4b4b-8004-505386625795,Forskare,Uppsala universitet,May 2024 - Nov 2024 · 7 mos,,,,,,"Forskare May 2024 - Nov 2024 · 7 mos Skills: Microsoft Word, PowerPoint, +6 skills",3
e69c5afb-623f-40c1-af8f-76f5b4bd5700,d0482a63-0752-4b4b-8004-505386625795,PHD Student,Uppsala universitet,Nov 2018 - May 2024 · 5 yrs 7 mos,,,,,,"PHD Student Nov 2018 - May 2024 · 5 yrs 7 mos Molecular geriatrics, Astrocytes in Alzheimers disease, focusing on pathological spreading of amyloid beta, astrocytic metabolism and inflammation. Skills: Microsoft Word, PowerPoint, +7 skills",4
e7fa4b2f-0fa3-4327-899b-7b9b7299990e,d0482a63-0752-4b4b-8004-505386625795,Junior Research Assistant,Uppsala universitet,Sep 2018 - Oct 2018 · 2 mos,,,,,,"Junior Research Assistant Sep 2018 - Oct 2018 · 2 mos Greater Uppsala Metropolitan Area Skills: Microsoft Word, PowerPoint, +7 skills",5
bd7b5e26-6f57-402e-ab53-cd7f90908d6e,ec25d20e-18c1-44a2-b876-0659c98b12b2,Postdoctoral Research Associate,University of Colorado Boulder,,,Jan 2025,Present,1 yr 9 mos,,Postdoctoral Research Associate | University of Colorado Boulder | Jan 2025 | Present,0
8f8e30f9-3c4c-4252-b6b3-40d82533f70d,ec25d20e-18c1-44a2-b876-0659c98b12b2,Postdoctoral Associate,Hotchkiss Brain Institute,Full-time,,Mar 2023,Nov 2024,1 yr 9 mos,"Calgary, Alberta, Canada",Postdoctoral Associate | Hotchkiss Brain Institute | Mar 2023 | Nov 2024,1
8a5346ec-2c1c-46a5-afe5-278ae8070c58,ec25d20e-18c1-44a2-b876-0659c98b12b2,MS/PhD Student,,3rd+,,Aug 2015,Jul 2022,7 yrs,"Pune Area, India",MS/PhD Student | Aug 2015 | Jul 2022,2
d923a785-50f9-4d63-b8ce-80ead0b81e4e,91f4a4b3-85cf-421c-8d0c-e7a36505a3b8,Kinesiologist,United Active Living Inc.,Contract Part-time,,Dec 2021,Feb 2022,3 mos,,"Kinesiologist Contract Part-time Dec 2021 - Feb 2022 · 3 mos Calgary, Alberta, Canada",0
d3a3711b-c09c-4f0e-9369-bebed2064396,91f4a4b3-85cf-421c-8d0c-e7a36505a3b8,Kinesiologist,United Active Living Inc.,Permanent Part-time,,Apr 2021,Feb 2022,11 mos,,"Kinesiologist Permanent Part-time Apr 2021 - Feb 2022 · 11 mos Canada Fish Creek, Calgary, AB, Canada",1
ff46746c-37ed-4930-a4a9-4e6abaecbe3d,91f4a4b3-85cf-421c-8d0c-e7a36505a3b8,Greeter,United Active Living Inc.,On-Call,,Apr 2020,Jun 2021,1 yr 3 mos,,"Greeter On-Call Apr 2020 - Jun 2021 · 1 yr 3 mos Calgary, Alberta, Canada",2
106ab2a2-b429-4f11-b159-068056bbb168,91f4a4b3-85cf-421c-8d0c-e7a36505a3b8,Receptionist,United Active Living Inc.,On-Call,,Aug 2020,May 2021,10 mos,,"Receptionist On-Call Aug 2020 - May 2021 · 10 mos Calgary, Alberta, Canada",3
dca6da8f-4b80-420f-ad36-22132397338f,91f4a4b3-85cf-421c-8d0c-e7a36505a3b8,United Minds Aide,United Active Living Inc.,Full-time,,Jun 2020,Aug 2020,3 mos,,"United Minds Aide Full-time Jun 2020 - Aug 2020 · 3 mos Calgary, Alberta, Canada",4
4ac57ecd-51ba-4a1a-b717-02da240b7d31,91f4a4b3-85cf-421c-8d0c-e7a36505a3b8,Care Assistant,United Active Living Inc.,Apr 2020 - Aug 2020 · 5 mos,,,,,,"Care Assistant Apr 2020 - Aug 2020 · 5 mos Fish Creek, Calgary, AB, Canada.",5
e2e76632-a0f9-448d-b24e-2c5afb883604,1028c5ec-3bea-40d0-817d-0c0c874cd9f1,Laboratory Technician,University of Calgary,Contract Full-time,Canada · On-site,Mar 2026,Present,7 mos,,Laboratory Technician University of Calgary · Contract Full-time Mar 2026 - Present · 7 mos Canada · On-site,0
0ecbaa52-3f56-411d-8cf2-f3071c6808f5,1028c5ec-3bea-40d0-817d-0c0c874cd9f1,Associate Scientist,Amgen,Contract Full-time,"Burnaby, British Columbia, Canada · On-site",Aug 2025,Feb 2026,7 mos,,"Associate Scientist Amgen · Contract Full-time Aug 2025 - Feb 2026 · 7 mos Burnaby, British Columbia, Canada · On-site",1
d2424ee9-cb43-4975-9df2-aff163fb6223,1028c5ec-3bea-40d0-817d-0c0c874cd9f1,Laboratory Technician,Arnie Charbonneau Cancer Institute,Contract Full-time,"Calgary, Alberta, Canada · On-site",Jun 2024,Jul 2025,1 yr 2 mos,• Isolate PBMCs from peripheral blood and bone marrow of Myeloma patients • Perform multicolor Cytek Aurora flow cytometry and ID700 Sony flow cytometry to investigate cellular phenotype and function • Generate and characterize samples and reagents used to perform necessary assays and support maintenance of laboratory supplies • Conduct routine laboratory tests and sample analyses to support the group with different project •. Managed lab inventory and updated Standard Operating Procedures (SOPs),"Laboratory Technician Arnie Charbonneau Cancer Institute · Contract Full-time Jun 2024 - Jul 2025 · 1 yr 2 mos Calgary, Alberta, Canada · On-site • Isolate PBMCs from peripheral blood and bone marrow of Myeloma patients • Perform multicolor Cytek Aurora flow cytometry and ID700 Sony flow cytometry to investigate cellular phenotype and function • Generate and characterize samples and reagents used to perform necessary assays and support maintenance of laboratory supplies • Conduct routine laborat",2
8dd56911-250a-48af-9d32-346d0e519057,1028c5ec-3bea-40d0-817d-0c0c874cd9f1,MSc Student/Research Assistant,University of Calgary,Contract Full-time,"Calgary, Alberta, Canada",May 2022,Sep 2024,2 yrs 5 mos,• Investigated the epigenetic alteration in posterior fossa (PF) A ependymoma. • Explored the consequences of EZHIP overexpression in PFA ependymoma.,"MSc Student/Research Assistant University of Calgary · Contract Full-time May 2022 - Sep 2024 · 2 yrs 5 mos Calgary, Alberta, Canada • Investigated the epigenetic alteration in posterior fossa (PF) A ependymoma. • Explored the consequences of EZHIP overexpression in PFA ependymoma. Western Blot, EdU Proliferation Assay and +32 skills",3
e68b9f56-1c99-422f-bfc3-aedc4cf72bc6,1028c5ec-3bea-40d0-817d-0c0c874cd9f1,Associate Researcher,Mazandaran University of Medical Sciences,Jan 2020 - Feb 2022 · 2 yrs 2 mos,,,,,,"Associate Researcher Jan 2020 - Feb 2022 · 2 yrs 2 mos oEffectively managed a neurodegenerative diseases research project oMentored and supervised graduate students through thesis completion oProvided hands-on training in Animal model experimentation: • Inducing multiple sclerosis using cuprizone and EAE. • Conducted diverse animal model procedures, including injections, blood collections, surgery, tissue collection and fixation, behavioral tests (Rotary, Narrow beam, and open field), and histop",4
0cb695ce-0442-428a-a051-1b02e39fd732,1028c5ec-3bea-40d0-817d-0c0c874cd9f1,Lab Manager/Technician,Mazandaran University of Medical Sciences,Dec 2019 - Aug 2020 · 9 mos,,,,,,"Lab Manager/Technician Dec 2019 - Aug 2020 · 9 mos -Research Project Management: • Successfully managed two distinct research projects focused on breast cancer and colorectal studies. • Mentored, supervised, and guided two graduate students, providing comprehensive training in cell culture, RNA extraction, real-time PCR techniques, and primer design to ensure the successful completion of their theses. • Ordering materials and supplies for the lab and managing budgets -Experimental design using a",5
b4f20ffe-9c28-4a62-b365-db96e7482f10,1028c5ec-3bea-40d0-817d-0c0c874cd9f1,Laboratory Technician,University of Mazandaran,Contract Full-time,Iran · On-site,Feb 2018,Nov 2019,1 yr 10 mos,"• Assisted with basic molecular biology and laboratory experiments in an academic research setting • Supported sample preparation, data collection, and routine lab tasks • Gained early hands-on exposure to laboratory workflows, research ethics, and scientific documentation • Developed foundational laboratory skills that supported later academic and professional research roles","Laboratory Technician University of Mazandaran · Contract Full-time Feb 2018 - Nov 2019 · 1 yr 10 mos Iran · On-site • Assisted with basic molecular biology and laboratory experiments in an academic research setting • Supported sample preparation, data collection, and routine lab tasks • Gained early hands-on exposure to laboratory workflows, research ethics, and scientific documentation • Developed foundational laboratory skills that supported later academic and professional research roles Crit",6
b238b0fa-d41b-483c-952b-907b3f0668f3,500f069d-d17a-4f44-a51e-e57fdb204955,Junior Research Coordinator - Calgary Stroke Program & Stroke Clinical Trials Group,University of Calgary,,"Calgary, Alberta, Canada · On-site",Aug 2026,Present,2 mos,,"Junior Research Coordinator - Calgary Stroke Program & Stroke Clinical Trials Group University of Calgary Aug 2026 - Present · 2 mos Calgary, Alberta, Canada · On-site",0
cd5e4b8a-23cf-49b3-b2b5-044d31061ba3,500f069d-d17a-4f44-a51e-e57fdb204955,Fitness Instructor,LOST CYCLE,Contract Part-time,,Apr 2025,Apr 2026,1 yr 1 mo,,"Fitness Instructor Contract Part-time Apr 2025 - Apr 2026 · 1 yr 1 mo Skills: Fitness Instruction, Class Facilitation, +7 skills",1
2770ecf7-fdd5-4e88-a85c-2eb2c3b41dd5,500f069d-d17a-4f44-a51e-e57fdb204955,Front Desk Staff,LOST CYCLE,Permanent Part-time,,Oct 2024,Apr 2026,1 yr 7 mos,,"Front Desk Staff Permanent Part-time Oct 2024 - Apr 2026 · 1 yr 7 mos Skills: Customer Service, Customer Experience, +3 skills",2
80570021-2bc5-48fa-b851-47758dd9f2b2,500f069d-d17a-4f44-a51e-e57fdb204955,Volunteer,BeTheChangeYYC,On-Call,"Calgary, Alberta, Canada",2024,2024,,,"Volunteer BeTheChangeYYC · On-Call 2024 – 2024 Calgary, Alberta, Canada",3
1472fac6-095d-4588-a0e5-1b026a5e4bbb,686d5ed9-bedb-4448-b034-963c04f8d095,Imaging Research Associate,University of Calgary,Permanent Full-time,"Calgary, Alberta, Canada",Sep 2023,Present,3 yrs 1 mo,"Clinical Neurosciences, Foothills Medical CentreHotchkiss Brain Institute",Imaging Research Associate | University of Calgary | Sep 2023 | Present,0
8b55b188-49b7-4a7b-ad6a-f1c54806ec8e,686d5ed9-bedb-4448-b034-963c04f8d095,Radiologist,City Hospital #52,Permanent Full-time,,Sep 2020,Dec 2021,1 yr 4 mos,"Moscow, Russia",Radiologist | City Hospital #52 | Sep 2020 | Dec 2021,1
ffa502ed-67a7-4ae0-9e7b-9b8976962fac,686d5ed9-bedb-4448-b034-963c04f8d095,Radiologist,,3rd+,,Sep 2019,Sep 2020,1 yr 1 mo,"Moscow, Russia",Radiologist | Sep 2019 | Sep 2020,2
