cert_id,profile_id,title,issuer,issue_date,expiry_date,credential_id,credential_url,raw_text,sort_order
9a66c3cc-bd79-4fe4-8db6-575ec02d5037,afede334-d3bd-4233-860a-c2ebeed96bef,Basic Life Support (BLS),Canadian Red Cross,Mar 2022 · Expires Mar 2024,,,,Basic Life Support (BLS) Canadian Red Cross Issued Mar 2022 · Expires Mar 2024 Skills: First Aid,2
ac872917-fc89-4a3c-8bc1-333949f30761,afede334-d3bd-4233-860a-c2ebeed96bef,Standard – First-Aid,Canadian Red Cross,Sep 2020 · Expires Sep 2024,,,,Standard – First-Aid Canadian Red Cross Issued Sep 2020 · Expires Sep 2024 Skills: First Aid,3
574ace56-92db-4dba-a333-bf5b12444911,afede334-d3bd-4233-860a-c2ebeed96bef,National Lifeguard - Water Park,Lifesaving Society Canada,Jun 2021 · Expires Jun 2023,,,,"National Lifeguard - Water Park Lifesaving Society Canada Issued Jun 2021 · Expires Jun 2023 Skills: First Aid, Lifeguarding",4
ff6b8c7c-d70f-44df-9bbb-5692f8e9ebf6,afede334-d3bd-4233-860a-c2ebeed96bef,Lifesaving CPR Instructor/Examiner,Lifesaving Society Canada,Sep 2021 · Expires Sep 2023,,,,"Lifesaving CPR Instructor/Examiner Lifesaving Society Canada Issued Sep 2021 · Expires Sep 2023 Skills: First Aid, Swim Instruction",5
c4f46ee8-757c-4787-ad5e-fb4c5a36a68c,afede334-d3bd-4233-860a-c2ebeed96bef,Lifesaving Instructor/Examiner,Lifesaving Society Canada,Sep 2021 · Expires Sep 2023,,,,"Lifesaving Instructor/Examiner Lifesaving Society Canada Issued Sep 2021 · Expires Sep 2023 Skills: First Aid, Swim Instruction",6
4e88a6b7-4cce-439b-933e-fe15bdd75cef,afede334-d3bd-4233-860a-c2ebeed96bef,Swim Instructor/Examiner,Lifesaving Society Canada,Sep 2021 · Expires Sep 2023,,,,"Swim Instructor/Examiner Lifesaving Society Canada Issued Sep 2021 · Expires Sep 2023 Skills: First Aid, Swim Instruction",7
ff47778f-e664-4d28-b4d8-5fcf980f7ce8,afede334-d3bd-4233-860a-c2ebeed96bef,National Lifeguard - Pool,Lifesaving Society Canada,Jun 2021 · Expires Jun 2023,,,,"National Lifeguard - Pool Lifesaving Society Canada Issued Jun 2021 · Expires Jun 2023 Skills: First Aid, Lifeguarding",8
a4353457-56c0-40d1-aec7-d0bf4cfbe337,56a1930b-86d2-43fd-8ba5-cf49dddd7b32,IAUTP Rat Handling and Injection Certification,University of Calgary,Apr 2026,,,,IAUTP Rat Handling and Injection Certification University of Calgary Issued Apr 2026,0
d954fa8e-f217-455b-87c5-67b5ff89aad1,56a1930b-86d2-43fd-8ba5-cf49dddd7b32,ENT 101 Microcredential,Haskayne School of Business,Apr 2026,,,,"ENT 101 Microcredential Haskayne School of Business Issued Apr 2026 Skills: Entrepreneurial Thinking, Creativity and Innovation, +1 skill",1
9d0efdda-f12c-4658-9c64-4b1c096f6f43,56a1930b-86d2-43fd-8ba5-cf49dddd7b32,Sex and Gender in Biomedical Research,CIHR Institute of Gender and Health | Institut de la Santé des Femmes et des Hommes des IRSC,Jul 2025,,,,Sex and Gender in Biomedical Research CIHR Institute of Gender and Health | Institut de la Santé des Femmes et des Hommes des IRSC Issued Jul 2025 Skills: Research Design Certificate of Completion,2
86ef4577-145e-41af-a10e-c94e12d83f6b,56a1930b-86d2-43fd-8ba5-cf49dddd7b32,"RCM Certificate - Piano, Level 7 (First Class Honours)",The Royal Conservatory of Music,Apr 2024,,,,"RCM Certificate - Piano, Level 7 (First Class Honours) The Royal Conservatory of Music Issued Apr 2024",3
14d138f3-d8ea-49a8-9bed-23bdc09dd096,15ad71bb-f4ee-402d-914a-2d6c0575e053,Tri-Council Policy Statement: (TCPS 2: CORE),Government of Canada,Jun 2023,,,,Tri-Council Policy Statement: (TCPS 2: CORE) Government of Canada Issued Jun 2023,0
667001b3-629b-484e-8a56-c1702f0ed827,15ad71bb-f4ee-402d-914a-2d6c0575e053,Strategies for Building and Leading High-Performance Teams,University of Calgary Continuing Education,Aug 2021,,,,Strategies for Building and Leading High-Performance Teams University of Calgary Continuing Education Issued Aug 2021,1
0683166b-2d6f-4b65-9241-50c617a60638,15ad71bb-f4ee-402d-914a-2d6c0575e053,Developing Business Proposals: A Framework for Outstanding Results,University of Calgary Continuing Education,Aug 2021,,,,Developing Business Proposals: A Framework for Outstanding Results University of Calgary Continuing Education Issued Aug 2021,2
8e2a248a-151b-4cbe-b5d5-9b084c5b5d62,15ad71bb-f4ee-402d-914a-2d6c0575e053,Project Management for the Non-Profit Sector – Health Innovation Context,University of Calgary Continuing Education,Sep 2021,,,,Project Management for the Non-Profit Sector – Health Innovation Context University of Calgary Continuing Education Issued Sep 2021,3
046f8c9e-0368-4311-b931-d0849656b477,15ad71bb-f4ee-402d-914a-2d6c0575e053,Basic Life Support (Healthcare Provider)/ CRP & AED Certification,American Heart Association,Oct 2022,,,,Basic Life Support (Healthcare Provider)/ CRP & AED Certification American Heart Association Issued Oct 2022,4
0e251e39-b3de-4561-9a7c-914c0a756afa,f54adf97-7d5c-49c7-b1ac-dd3d5d9effa7,"Teaching and Learning Practices, Theories and Assessments: Academic Staff","Taylor Institute for Teaching and Learning, University of Calgary",Feb 2021,,Credential ID 5033,,"Teaching and Learning Practices, Theories and Assessments: Academic Staff Taylor Institute for Teaching and Learning, University of Calgary Issued Feb 2021 Credential ID 5033 Show credential",0
8ed4262d-80f0-41e7-8947-d2411f029a6e,f54adf97-7d5c-49c7-b1ac-dd3d5d9effa7,Senior Member IEEE,IEEE,,,,,Senior Member IEEE IEEE,1
f8a7a2dc-702e-41d1-8efc-d76bba86950c,f54adf97-7d5c-49c7-b1ac-dd3d5d9effa7,Professional Engineer (P.Eng),The Association of Professional Engineers and Geoscientists of Alberta (APEGA),,,,,Professional Engineer (P.Eng) The Association of Professional Engineers and Geoscientists of Alberta (APEGA),2
8878cba4-bb48-42c8-8473-bb5357ed1587,f54adf97-7d5c-49c7-b1ac-dd3d5d9effa7,Verified Peer Reviewer,Publons,,,,,Verified Peer Reviewer Publons Show credential,3
b6e48cd1-eca2-42e5-a82c-e67196984854,b99bf52f-dedb-4bdb-827c-ec326d849d0e,Visual Science Communication,University of Calgary,Sep 2025,,Credential ID 6b93be318bc09676f17313ba5032f44e,,Visual Science Communication University of Calgary Issued Sep 2025 Credential ID 6b93be318bc09676f17313ba5032f44e Show credential,0
c8380d17-9b45-4990-9709-016c47f64121,b99bf52f-dedb-4bdb-827c-ec326d849d0e,Problem-Driven Innovations - Hunter Hub for Entrepreneurial Thinking,University of Calgary,Apr 2025,,Credential ID e7c5544fc692f70b2190677ee23cf124,,Problem-Driven Innovations - Hunter Hub for Entrepreneurial Thinking University of Calgary Issued Apr 2025 Credential ID e7c5544fc692f70b2190677ee23cf124 Show credential,1
5d6c97d0-a684-42f3-a1e1-a4cbaffa7bb1,b99bf52f-dedb-4bdb-827c-ec326d849d0e,Communicating Beyond Academia - Hunter Hub for Entrepreneurial Thinking,University of Calgary,Apr 2025,,Credential ID 8b1200b23b16e448d9c892743b0fc09e,,Communicating Beyond Academia - Hunter Hub for Entrepreneurial Thinking University of Calgary Issued Apr 2025 Credential ID 8b1200b23b16e448d9c892743b0fc09e Show credential,2
3a9bc5d3-94f7-44f1-b79e-0c8644410551,b99bf52f-dedb-4bdb-827c-ec326d849d0e,Verbal Science Communication Badge,University of Calgary,Mar 2025,,Credential ID d075e7d61a9f9828b603f2feb3f1bfef,,Verbal Science Communication Badge University of Calgary Issued Mar 2025 Credential ID d075e7d61a9f9828b603f2feb3f1bfef Show credential,3
8ba05247-b485-463e-8977-15942979bf22,b99bf52f-dedb-4bdb-827c-ec326d849d0e,Basics of Science Communication Badge,University of Calgary,Dec 2024,,Credential ID 56b3350084d373c703d5ee4310e10ae5,,Basics of Science Communication Badge University of Calgary Issued Dec 2024 Credential ID 56b3350084d373c703d5ee4310e10ae5 Show credential,4
36a57693-a705-442f-aedb-66390bc76be0,b99bf52f-dedb-4bdb-827c-ec326d849d0e,Psychological First Aid (PFA) Certification,Canadian Red Cross,May 2024 · Expires May 2027,,Credential ID 105180043,,Psychological First Aid (PFA) Certification Canadian Red Cross Issued May 2024 · Expires May 2027 Credential ID 105180043,5
781d92d8-bf76-4913-8b2d-a0484e2986b7,b99bf52f-dedb-4bdb-827c-ec326d849d0e,IBRO-MENA/ IPDGC-Africa/ISN Neuroscience Summer School 2021,The American University in Cairo,Aug 2021,,,,IBRO-MENA/ IPDGC-Africa/ISN Neuroscience Summer School 2021 The American University in Cairo Issued Aug 2021 Show credential,6
73193da1-f01e-4b58-866e-50fe727fd366,b99bf52f-dedb-4bdb-827c-ec326d849d0e,The 8th Baltic-Nordic Summer School on Neuroscience and Neuroinformatics 2021,Human Brain Project - Education Programme,Sep 2021,,,,The 8th Baltic-Nordic Summer School on Neuroscience and Neuroinformatics 2021 Human Brain Project - Education Programme Issued Sep 2021 Show credential,7
0ee314d2-c7d5-42ce-a68b-9de9424e0b23,b99bf52f-dedb-4bdb-827c-ec326d849d0e,Brain-Computer Interface and Neurotech Masterclass,g.tec medical engineering GmbH - NEVER STOP RECORDING,Oct 2022,,,,"Brain-Computer Interface and Neurotech Masterclass g.tec medical engineering GmbH - NEVER STOP RECORDING Issued Oct 2022 Show credential Skills: fNIRS, Brain-computer Interfaces, +2 skills",8
96f3425c-eb59-4407-8c6b-f31ddb0a533e,b99bf52f-dedb-4bdb-827c-ec326d849d0e,Computational Neuroscience,Neuromatch Academy,Jul 2022,,,,"Computational Neuroscience Neuromatch Academy Issued Jul 2022 Show credential Skills: Machine Learning, Python (Programming Language), +2 skills",9
8f548f86-39c4-4d89-8885-0f967cb3cdf0,b09e11c3-3662-43d4-be74-d01aa75f830e,TCPS 2 CORE - Panel on Research Ethics,Government of Canada,Apr 2024,,,,TCPS 2 CORE - Panel on Research Ethics Government of Canada Issued Apr 2024,0
cbe8d198-86c7-4c41-a77d-71421ec56ab8,b09e11c3-3662-43d4-be74-d01aa75f830e,Level 1 MRI,University of Calgary,May 2024,,,,Level 1 MRI University of Calgary Issued May 2024,1
308acc5f-5498-4ce7-a48b-3d6b1b27e8b9,b09e11c3-3662-43d4-be74-d01aa75f830e,Level 0 MRI,University of Calgary,Apr 2024,,,,Level 0 MRI University of Calgary Issued Apr 2024,2
ea2e80a5-0917-4ec7-a6fb-18a189bd2ede,b09e11c3-3662-43d4-be74-d01aa75f830e,Basic Life Support (BLS),Heart & Stroke,Aug 2023,,,,Basic Life Support (BLS) Heart & Stroke Issued Aug 2023,3
352817e5-64d9-41b1-940b-e876dac15f6e,b09e11c3-3662-43d4-be74-d01aa75f830e,Occupational Health and Safety Orientation,University of Calgary,Jul 2022,,,,Occupational Health and Safety Orientation University of Calgary Issued Jul 2022,4
b7e92ad8-732f-4c36-bfe9-bad2a940d114,b09e11c3-3662-43d4-be74-d01aa75f830e,Hazard Assesssment Training,University of Calgary,Jul 2022,,,,Hazard Assesssment Training University of Calgary Issued Jul 2022,5
cf53b053-8f8c-419a-b640-51e08a0eb3b3,b09e11c3-3662-43d4-be74-d01aa75f830e,Biosafety (Bloodborne Pathogens) Training,University of Calgary,Jan 2022,,,,Biosafety (Bloodborne Pathogens) Training University of Calgary Issued Jan 2022,6
22226d93-4dce-4cf0-976c-aa9231f4652f,b09e11c3-3662-43d4-be74-d01aa75f830e,Laboratory Safety Training,University of Calgary,Jan 2022,,,,Laboratory Safety Training University of Calgary Issued Jan 2022,7
2e63682d-d518-47a4-927a-b177267b3775,b09e11c3-3662-43d4-be74-d01aa75f830e,Biosafety (Program) Training,University of Calgary,Jan 2022,,,,Biosafety (Program) Training University of Calgary Issued Jan 2022,8
863fdde7-dc62-4e75-83d8-2b4abdc97a65,b09e11c3-3662-43d4-be74-d01aa75f830e,WHMIS 2015,University of Calgary,Jan 2022,,,,WHMIS 2015 University of Calgary Issued Jan 2022,9
e8813224-2a10-4744-9cb6-9176ce7cb5f6,aabd2af1-3e36-47c2-9dd4-64ae2244aced,Certification of participation in the ‘Basic Neuroscience’ course,NeuroTRACT,Jul 2022,,,,Certification of participation in the ‘Basic Neuroscience’ course NeuroTRACT Issued Jul 2022,0
969fbe85-2cd9-45ee-aebf-de866709324f,aabd2af1-3e36-47c2-9dd4-64ae2244aced,Certification of participation in ‘Neuroscience and cognitive sciences’ course,Interdisciplinary Schools,Jul 2022,,,,Certification of participation in ‘Neuroscience and cognitive sciences’ course Interdisciplinary Schools Issued Jul 2022,1
68142c26-02a0-4ace-83dc-c983140853bc,b2e463f1-fa7c-4f6f-890d-0cd5676599a8,Workplace Safety Systems (HCS3000),SafeGen,Nov 2022,,Credential ID 6156397,,Workplace Safety Systems (HCS3000) SafeGen Issued Nov 2022 Credential ID 6156397,0
df596a48-fa89-4469-b3e2-90b048e9c33f,61d6dada-0d7d-4b02-8c05-7dc3816c9a49,Animal Handling and Injections Certification,University of Calgary,,,,,"Animal Handling and Injections Certification University of Calgary Skills: Mouse Handling, Dosing and Drug Administration",0
eb17cc88-efc4-4bb1-bbce-d14dfea417b0,abb97cd8-36de-4c7d-ab17-23817efe1904,Fortinet Certified Fundamentals in Cybersecurity,Fortinet,Mar 2026 · Expires Mar 2028,,Credential ID 3051588024IG,,Fortinet Certified Fundamentals in Cybersecurity Fortinet Issued Mar 2026 · Expires Mar 2028 Credential ID 3051588024IG,0
7488f4a2-2cb0-4533-af24-349159d54427,abb97cd8-36de-4c7d-ab17-23817efe1904,Fortinet Certified Fundamentals in Cybersecurity.pdf,Completed both Introduction to the Threat Landscape 3.0 and Getting Started in Cybersecurity 3.0,,,,,Fortinet Certified Fundamentals in Cybersecurity.pdf Completed both Introduction to the Threat Landscape 3.0 and Getting Started in Cybersecurity 3.0,1
8d2e041b-4b4f-4733-a46f-ca753eeef6b9,1d2f3d61-4015-4a66-a140-bf98f283d695,Future Skills Constructive Dialogue Module,University of Calgary,Jan 2026,,,,"Future Skills Constructive Dialogue Module University of Calgary Issued Jan 2026 Show credential Skills: constructive dialogue , Collaborative Teamwork, +1 skill",0
2460b22c-b17f-4c09-96ba-e627a6c8c7a4,1d2f3d61-4015-4a66-a140-bf98f283d695,TCPS 2: CORE-2022 (The Tri-Council Policy Statement: Ethical Conduct for Research Involving Humans),Government of Canada,Sep 2023,,,,TCPS 2: CORE-2022 (The Tri-Council Policy Statement: Ethical Conduct for Research Involving Humans) Government of Canada Issued Sep 2023,1
cdb9e4aa-b040-4dc2-a6c9-98bd75c72762,1d2f3d61-4015-4a66-a140-bf98f283d695,HCS3000 Workplace Safety Systems,Alberta Education,Sep 2021,,,,HCS3000 Workplace Safety Systems Alberta Education Issued Sep 2021,2
69bd8a81-ac94-44de-94d8-87d199031712,1d2f3d61-4015-4a66-a140-bf98f283d695,"Standard First Aid, CPR and AED",Canadian Red Cross,Oct 2023 · Expires Oct 2027,,,,"Standard First Aid, CPR and AED Canadian Red Cross Issued Oct 2023 · Expires Oct 2027",3
579d957e-5577-4b66-b298-6659fe24fe2d,d93bf6ad-efae-4411-9708-bdff1c9fe891,WHMIS Training in the Food Industry,EHS University of Guelph,,,,,WHMIS Training in the Food Industry EHS University of Guelph,0
ae025e31-e496-4bf7-bdb6-baf25f044590,d93bf6ad-efae-4411-9708-bdff1c9fe891,Worker Health and Safety Awareness Training,EHS University of Guelph,,,,,Worker Health and Safety Awareness Training EHS University of Guelph,1
88d2b8ee-1e95-4513-a8de-c37af4e03d48,d93bf6ad-efae-4411-9708-bdff1c9fe891,Biosafety and WHMIS For Investigative Staff,EHS University of Guelph,,,,,Biosafety and WHMIS For Investigative Staff EHS University of Guelph,2
af01f3c0-4de0-4bd2-93ed-d4e14fb47c3a,d93bf6ad-efae-4411-9708-bdff1c9fe891,SafeTALK Suicide Alertness Certified,LivingWorks,,,,,SafeTALK Suicide Alertness Certified LivingWorks,3
